,target,linear-p,linear-rsquared,linear-rsquared_adj,linear-coef,nonlinear-p,nonlinear-rsquared,nonlinear-rsquared_adj,nonlinear-coef
0,bpm,0.5533111523816803,0.0945457771796937,-0.1318177785253829,-0.03888808741912192,0.595706901956067,0.07649721459123293,-0.1543784817609588,-0.0002283540150570659
1,ibi,0.47645711667428237,0.13342523131806705,-0.08321846085241624,0.004359455148959409,0.4435056982895625,0.15280872276750534,-0.058989096540618347,2.8732536331933737e-06
2,lf,0.3093126579734896,0.2528466322553874,0.06605829031923427,0.001290416256535475,0.3374257867338893,0.22863429428566928,0.035792867857086574,8.34028719234444e-07
3,hf,0.4738606207500317,0.13488974347999438,-0.08138782065000694,0.0011995735114744687,0.42316932559692083,0.16567517761052275,-0.04290602798684651,9.936165181714938e-07
4,lf/hf,0.9994532472909039,1.3286157851677416e-07,-0.24999983392302694,0.00021370573793833003,0.8217503082330468,0.014256488630360553,-0.2321793892120494,-0.013361981898983563
5,sdsd,0.13585890874080794,0.46469648636312777,0.33087060795390966,0.23822103930102834,0.15992080660913882,0.4261081763604795,0.2826352204505993,0.005605536675512108
6,rmssd,0.10347185519619025,0.5247442557889761,0.40593031973622007,0.1022151279856005,0.13524515568825546,0.46574020676124583,0.33217525845155726,0.0013027168545650524
7,pnn20,0.04893536270044719,0.6617648284567064,0.577206035570883,6.815804577851053,0.06276698192652348,0.6206252908436362,0.5257816135545452,5.747087626343323
8,pnn50,0.15221639554377417,0.4379964088701259,0.29749551108765737,6.619497251313117,0.25646753060098726,0.3043133931727545,0.13039174146594312,13.222342898935501
9,concentration_FC3,0.20850387651456576,0.3593707391074531,0.1992134238843164,4.582206031441247,0.3322159092979524,0.23297283343461062,0.041216041793263214,14.178055747888166
10,concentration_FC4,0.21849429486244995,0.3471302290145464,0.18391278626818297,3.947074730767629,0.3985995348474013,0.1822090629851436,-0.022238671268570487,8.49453446005572
11,concentration_FCz,0.19990568009821721,0.37027180159544304,0.21283975199430383,5.828214945412098,0.5681002472187184,0.08799147937785268,-0.14001065077768415,16.161658436495422
12,concentration_mean,0.16787095300323385,0.4142581011532508,0.2678226264415635,5.40560957107366,0.3272467054900168,0.23717235892291832,0.04646544865364788,18.10354761368905
13,FC3,0.37967857720907683,0.19572816821441774,-0.005339789731977795,-5.613248885307161,0.42528970859660253,0.16429991862486348,-0.04462510171892076,-5.276810800295421
14,FC4,0.10060555960640997,0.530621972438115,0.4132774655476438,-6.754141473572288,0.12152598196251177,0.48995245468014204,0.36244056835017757,-6.396002755623307
15,FCz,0.4755934339180852,0.13391121603643152,-0.08261097995446054,-3.9178841926484194,0.5213106007084652,0.10972054051962499,-0.11284932435046868,-3.0403115398767144
16,mean_3ch,0.24472754062272445,0.3169681569156886,0.14621019614461073,-6.441966668705772,0.27909330440514646,0.2812394096495884,0.10154926206198545,-5.74354024580057
17,lf_diff,0.2779137150746666,0.2824019894720764,0.1030024868400955,-0.001567365232198361,0.3525607832363424,0.21639237906397535,0.020490473829969158,1.315926411188744e-06
18,hf_diff,0.5826637755093113,0.081809727493529,-0.1477378406330887,-0.0016433907008708024,0.22311243215211757,0.34161886139794695,0.17702357674743374,-6.998892574653269e-06
19,lfhf_diff,0.2767605656802637,0.2835426595198135,0.1044283243997669,-0.3582189507969667,0.3394717417761601,0.22694825525115236,0.033685319063940455,0.07097973427612372
20,hr_mad,0.37865475949076766,0.19648014551353754,-0.004399818108077991,0.127622377622378,0.3591146618355685,0.2112527399209515,0.014065924901189408,0.0022238364725638534
21,sd1,0.10348045945870386,0.5247267699186537,0.4059084623983171,0.14454452353183578,0.13525370546365148,0.46572564534878835,0.3321570566859855,0.0026053223784292118
22,sd2,0.8751353523582794,0.0069616859950571985,-0.2412978925061786,0.012579407707758242,0.831202229164366,0.012771933339645547,-0.23403508332544298,0.00014120966021914975
23,s,0.19060258000283498,0.3824736223139579,0.2280920278924473,0.00048046043994955925,0.2041681150236777,0.36482400922503266,0.20603001153129086,4.397484277946769e-08
24,sd1/sd2,0.11024807675068139,0.5112539864837766,0.3890674831047207,9.54429268351116,0.12268718328457648,0.4878343798516538,0.3597929748145672,12.11971933247381
25,breathingrate,0.8108552241580798,0.01607207816518552,-0.22990990229351804,1.5218529697277434,0.778065805908307,0.022218917643792357,-0.2222263529452595,3.935106199074788
26,lf_nu,0.8141766954437243,0.015506690904687481,-0.23061663636914065,0.005289691288405549,0.9200645582932345,0.0028452498901644363,-0.24644343763729437,1.9194810824891108e-05
27,hf_nu,0.8141766954437243,0.015506690904687814,-0.2306166363691402,-0.005289691288405542,0.6714481222976512,0.04960288646680466,-0.1879963919164942,-0.00011323092672628059
