,target,mean,SD,R,p
0,bpm,76.99284772905844,7.6886137866928825,0.09626685411441821,0.654532224145398
1,ibi,786.8391111980802,75.97901506904992,-0.07605459737523133,0.7239295899679821
2,lf,457.9072285187532,296.8345180119808,-0.22911492209906834,0.2815175312939782
3,hf,246.2266990548596,211.8047980621064,-0.04316496832239652,0.8412706366235027
4,lf/hf,2.4644840925564733,1.4004588174291166,-0.027750415518291598,0.8975826588060652
5,kubios_lf,429.4166666666667,282.2256657160877,-0.3657895916236439,0.07877524466637126
6,kubios_hf,243.16666666666666,215.40807526387883,-0.08477788229010844,0.6936815328855935
7,kubios_lf/hf,2.28475,1.214042223661654,-0.1555008240951517,0.4681088288204224
8,sdsd,16.588604332359676,3.4059951299322924,0.05385045152687624,0.8026569332382963
9,rmssd,29.31982100615914,6.494583414896045,0.11495722479971081,0.5927275958862366
10,pnn20,0.49811794067583737,0.11754794061964599,0.1586048858796917,0.45916173965523743
11,pnn50,0.08456966135642938,0.07417858613263555,0.14449719240554154,0.5005350772224616
12,concentration_FC3,0.16872076670833333,0.12406733302163844,0.3227534060583006,0.12398569105283612
13,concentration_FC4,0.12825019379166666,0.1512761152834615,-0.07942469234148097,0.7121933122365874
14,concentration_FCz,0.13165466575,0.13132351334976392,0.12335230971581863,0.5658047210516477
15,concentration_mean,0.14287520879166668,0.11929042659919949,0.1235839717119114,0.565069602496909
16,FC3,0.4362491666666667,0.11954008441790097,-0.17927023932161892,0.4019301929864059
17,FC4,0.48645166666666667,0.11575730206149225,0.023179494069960706,0.9143860545577691
18,FCz,0.56556625,0.10088712342731108,0.0066653795892271175,0.9753408269870908
19,mean_3ch,0.49608902775,0.10477071289457786,-0.057504404801458575,0.7895502618525171
20,lf_diff,208.99783280332517,398.01015908326553,-0.1018581176800013,0.6357870679971137
21,hf_diff,285.41229542133533,276.49984090333885,0.1455415859396264,0.49741063190861357
22,lfhf_diff,0.03216438596336937,2.6874117555223385,-0.33975583712792834,0.10430269019653965
23,hr_mad,26.625,8.405417399907435,0.24037015024945002,0.2578902102648446
24,sd1,20.731096035282324,4.592368809491684,0.11485935225928379,0.5930446642929065
25,sd2,53.94550363801991,13.191945248283059,0.19873853595004287,0.35186705061786183
26,s,3631.513908900054,1507.8507610945876,0.18059024459802692,0.3984156842270347
27,sd1/sd2,0.39216934518736046,0.0716646587142259,-0.11793728577652093,0.5831082057688243
28,breathingrate,0.18258487803443216,0.08619808275205498,-0.26048184000878827,0.21894774159510988
29,lf_nu,65.80944137781385,14.111598404569532,-0.007972943062542454,0.9705052596414371
30,hf_nu,34.19055862218615,14.111598404569529,0.007972943062542433,0.9705052596414371
