,target,mean,SD,R,p
0,bpm,76.99284772905844,7.6886137866928825,0.04041607105927722,0.8512656281905333
1,ibi,786.8391111980802,75.97901506904992,-0.030426093392317388,0.8877657903892866
2,lf,457.9072285187532,296.8345180119808,-0.1614340109479528,0.45108541951824405
3,hf,246.2266990548596,211.8047980621064,-0.08023658770419828,0.7093752412817483
4,lf/hf,2.4644840925564733,1.4004588174291166,0.05432339013640865,0.8009575192953036
5,kubios_lf,429.4166666666667,282.2256657160877,-0.2123059954212997,0.3192629828181387
6,kubios_hf,243.16666666666666,215.40807526387883,-0.12044271453138661,0.5750737056772177
7,kubios_lf/hf,2.28475,1.214042223661654,-0.032614104953469114,0.8797499528071698
8,sdsd,16.588604332359676,3.4059951299322924,0.07158410998672776,0.7395911687182678
9,rmssd,29.31982100615914,6.494583414896045,0.10854357587812877,0.6136559281380971
10,pnn20,0.49811794067583737,0.11754794061964599,0.19166914937279406,0.3696037586180078
11,pnn50,0.08456966135642938,0.07417858613263555,0.08972393461403265,0.676727194952683
12,concentration_FC3,0.16872076670833333,0.12406733302163844,0.27841208743929224,0.1877215784254011
13,concentration_FC4,0.12825019379166666,0.1512761152834615,0.07069229094338733,0.7427277786681172
14,concentration_FCz,0.13165466575,0.13132351334976392,0.13300568668852225,0.535540702426395
15,concentration_mean,0.14287520879166668,0.11929042659919949,0.1752101323073894,0.4128479732625696
16,FC3,0.4362491666666667,0.11954008441790097,0.07364613033226555,0.732354332650347
17,FC4,0.48645166666666667,0.11575730206149225,0.09166135682495904,0.6701267695755438
18,FCz,0.56556625,0.10088712342731108,0.20004146537632103,0.34865373784741666
19,mean_3ch,0.49608902775,0.10477071289457786,0.12597586721739415,0.557504637771358
20,lf_diff,208.99783280332517,398.01015908326553,-0.049811174630103275,0.8172059349137885
21,hf_diff,285.41229542133533,276.49984090333885,0.02668666771026587,0.9014896060562857
22,lfhf_diff,0.03216438596336937,2.6874117555223385,-0.24511619970417473,0.24832273998245774
23,hr_mad,26.625,8.405417399907435,0.3375724229654711,0.10669211685590176
24,sd1,20.731096035282324,4.592368809491684,0.1083791559989612,0.6141964080232535
25,sd2,53.94550363801991,13.191945248283059,0.33597330965197497,0.10846752253344276
26,s,3631.513908900054,1507.8507610945876,0.24392410046239424,0.250703845295044
27,sd1/sd2,0.39216934518736046,0.0716646587142259,-0.28102665857314635,0.18343821822946008
28,breathingrate,0.18258487803443216,0.08619808275205498,-0.08236328109290447,0.7020111255782535
29,lf_nu,65.80944137781385,14.111598404569532,0.08347787422594172,0.6981619346874084
30,hf_nu,34.19055862218615,14.111598404569529,-0.08347787422594173,0.698161934687407
