,target,linear-p,linear-rsquared,linear-rsquared_adj,linear-coef,nonlinear-p,nonlinear-rsquared,nonlinear-rsquared_adj,nonlinear-coef
0,bpm,0.27,0.15,0.04,-0.02,0.69,0.17,-0.07,0.00
1,ibi,0.42,0.08,-0.03,0.00,0.22,0.27,0.06,0.00
2,lf,0.69,0.02,-0.10,0.00,0.86,0.03,-0.25,0.00
3,hf,0.65,0.03,-0.09,0.00,0.02,0.55,0.42,0.00
4,lf/hf,1.00,0.00,-0.12,0.00,0.43,0.09,-0.17,-0.35
5,kubios_lf,0.68,0.02,-0.10,0.00,0.51,0.09,-0.18,0.00
6,kubios_hf,0.64,0.03,-0.09,0.00,0.05,0.46,0.31,0.00
7,kubios_lf/hf,0.92,0.00,-0.12,0.04,0.80,0.01,-0.27,0.13
8,sdsd,0.71,0.02,-0.10,-0.02,0.17,0.26,0.05,-0.01
9,rmssd,0.29,0.14,0.03,-0.01,0.55,0.19,-0.05,0.00
10,pnn20,0.98,0.00,-0.12,-0.07,0.04,0.48,0.34,-29.53
11,pnn50,0.60,0.04,-0.08,-0.77,0.09,0.37,0.19,-9.07
12,concentration_FC3,0.33,0.12,0.01,2.99,0.59,0.16,-0.08,10.63
13,concentration_FC4,0.07,0.36,0.28,5.01,0.61,0.39,0.21,-7.35
14,concentration_FCz,0.13,0.26,0.17,5.14,0.53,0.30,0.10,17.73
15,concentration_mean,0.11,0.29,0.20,5.31,0.57,0.32,0.13,15.69
16,FC3,0.22,0.18,0.08,-3.11,0.42,0.26,0.05,-8.69
17,FC4,0.01,0.56,0.51,-5.24,0.31,0.63,0.52,12.52
18,FCz,0.01,0.57,0.52,-7.55,0.66,0.59,0.47,9.22
19,mean_3ch,0.03,0.46,0.39,-5.68,0.73,0.47,0.31,5.68
20,lf_diff,0.70,0.02,-0.10,0.00,0.64,0.05,-0.22,0.00
21,hf_diff,0.30,0.13,0.03,0.00,0.67,0.16,-0.08,0.00
22,lfhf_diff,0.80,0.01,-0.11,-0.17,0.62,0.05,-0.23,0.56
23,hr_mad,0.20,0.20,0.10,-0.02,0.92,0.20,-0.03,0.00
24,sd1,0.29,0.14,0.03,-0.01,0.55,0.19,-0.05,0.00
25,sd2,0.67,0.02,-0.10,-0.01,0.15,0.28,0.08,0.00
26,s,0.26,0.16,0.05,0.00,0.43,0.23,0.01,0.00
27,sd1/sd2,0.33,0.12,0.01,-0.22,0.07,0.46,0.31,-0.65
28,breathingrate,0.80,0.01,-0.12,1.25,0.44,0.10,-0.16,60.22
29,lf_nu,0.83,0.01,-0.12,0.01,0.77,0.02,-0.26,0.00
30,hf_nu,0.83,0.01,-0.12,-0.01,0.77,0.02,-0.26,0.00
