,target,linear-p,linear-rsquared,linear-rsquared_adj,linear-coef,nonlinear-p,nonlinear-rsquared,nonlinear-rsquared_adj,nonlinear-coef
0,bpm,0.28,0.14,0.04,-0.01,0.06,0.50,0.36,0.00
1,ibi,0.53,0.05,-0.07,0.00,0.04,0.49,0.34,0.00
2,lf,0.51,0.05,-0.06,0.00,0.04,0.49,0.35,0.00
3,hf,0.91,0.00,-0.12,0.00,0.44,0.09,-0.17,0.00
4,lf/hf,0.50,0.06,-0.06,-0.11,0.01,0.67,0.57,-0.19
5,kubios_lf,0.36,0.11,-0.01,0.00,0.07,0.46,0.30,0.00
6,kubios_hf,0.78,0.01,-0.11,0.00,0.38,0.12,-0.13,0.00
7,kubios_lf/hf,0.42,0.08,-0.03,-0.15,0.15,0.33,0.14,-0.14
8,sdsd,0.48,0.06,-0.05,-0.04,0.70,0.09,-0.18,0.01
9,rmssd,0.13,0.26,0.17,-0.01,0.92,0.26,0.05,0.00
10,pnn20,0.23,0.17,0.07,-2.37,0.54,0.22,0.00,-7.15
11,pnn50,0.17,0.22,0.13,-1.53,0.62,0.25,0.04,-1.98
12,concentration_FC3,0.51,0.06,-0.06,1.73,0.06,0.44,0.28,51.11
13,concentration_FC4,0.90,0.00,-0.12,-0.46,0.96,0.00,-0.28,-1.97
14,concentration_FCz,0.47,0.07,-0.05,1.68,0.10,0.38,0.21,25.54
15,concentration_mean,0.57,0.04,-0.08,1.86,0.01,0.63,0.52,99.51
16,FC3,0.67,0.02,-0.10,-1.20,0.07,0.42,0.25,-41.85
17,FC4,0.58,0.04,-0.08,-1.11,0.09,0.38,0.20,-17.35
18,FCz,0.18,0.21,0.12,-3.30,0.67,0.24,0.02,-10.82
19,mean_3ch,0.42,0.08,-0.03,-2.03,0.10,0.39,0.22,-29.13
20,lf_diff,0.78,0.01,-0.11,0.00,0.41,0.11,-0.15,0.00
21,hf_diff,0.69,0.02,-0.10,0.00,0.23,0.22,-0.01,0.00
22,lfhf_diff,0.67,0.02,-0.10,0.09,0.03,0.54,0.41,-0.37
23,hr_mad,0.09,0.32,0.23,-0.02,0.81,0.32,0.13,0.00
24,sd1,0.13,0.26,0.17,-0.01,0.92,0.26,0.05,0.00
25,sd2,0.87,0.00,-0.12,0.00,0.13,0.30,0.10,0.00
26,s,0.25,0.16,0.06,0.00,0.83,0.17,-0.07,0.00
27,sd1/sd2,0.15,0.24,0.15,-0.17,0.65,0.27,0.06,-0.21
28,breathingrate,0.71,0.02,-0.10,-1.72,0.95,0.02,-0.26,14.00
29,lf_nu,0.80,0.01,-0.12,0.01,0.10,0.34,0.16,0.00
30,hf_nu,0.80,0.01,-0.12,-0.01,0.10,0.34,0.16,0.00
