,target,linear-p,linear-rsquared,linear-rsquared_adj,linear-coef,nonlinear-p,nonlinear-rsquared,nonlinear-rsquared_adj,nonlinear-coef
0,bpm,0.82,0.01,-0.12,0.00,0.84,0.01,-0.27,0.00
1,ibi,0.84,0.01,-0.12,0.00,0.95,0.01,-0.28,0.00
2,lf,0.75,0.01,-0.11,0.00,0.90,0.02,-0.27,0.00
3,hf,0.12,0.27,0.18,0.00,0.75,0.28,0.08,0.00
4,lf/hf,0.26,0.15,0.05,-0.24,0.95,0.15,-0.09,-0.01
5,kubios_lf,0.10,0.30,0.21,0.00,0.50,0.35,0.16,0.00
6,kubios_hf,0.22,0.18,0.08,0.00,0.61,0.21,-0.01,0.00
7,kubios_lf/hf,0.69,0.02,-0.10,-0.10,0.13,0.31,0.11,-0.23
8,sdsd,0.22,0.18,0.08,0.10,0.64,0.21,-0.02,-0.01
9,rmssd,0.69,0.02,-0.10,0.00,0.32,0.16,-0.08,0.00
10,pnn20,0.41,0.09,-0.03,1.96,0.37,0.19,-0.04,-10.35
11,pnn50,0.57,0.04,-0.08,0.86,0.41,0.14,-0.11,-5.20
12,concentration_FC3,0.08,0.33,0.24,4.43,0.61,0.35,0.17,8.77
13,concentration_FC4,0.37,0.10,-0.01,3.34,0.73,0.12,-0.13,-9.38
14,concentration_FCz,0.13,0.26,0.17,5.37,0.64,0.29,0.08,-13.54
15,concentration_mean,0.11,0.29,0.20,5.63,0.91,0.29,0.09,2.90
16,FC3,0.82,0.01,-0.12,-0.63,0.30,0.16,-0.08,-16.05
17,FC4,0.77,0.01,-0.11,-0.76,0.33,0.15,-0.10,-12.12
18,FCz,0.83,0.01,-0.12,-0.59,0.60,0.05,-0.23,-7.60
19,mean_3ch,0.80,0.01,-0.12,-0.70,0.41,0.11,-0.15,-12.29
20,lf_diff,0.62,0.03,-0.09,0.00,0.43,0.12,-0.13,0.00
21,hf_diff,0.28,0.14,0.04,0.00,0.05,0.52,0.39,0.00
22,lfhf_diff,0.27,0.15,0.04,0.30,0.48,0.21,-0.01,-0.13
23,hr_mad,0.34,0.12,0.01,0.01,0.14,0.36,0.18,0.00
24,sd1,0.69,0.02,-0.10,0.00,0.32,0.16,-0.08,0.00
25,sd2,0.20,0.19,0.09,0.02,0.44,0.26,0.05,0.00
26,s,0.19,0.21,0.11,0.00,0.68,0.23,0.01,0.00
27,sd1/sd2,0.81,0.01,-0.12,0.04,0.22,0.21,-0.01,0.90
28,breathingrate,0.30,0.13,0.02,-5.22,0.14,0.38,0.20,-114.42
29,lf_nu,0.43,0.08,-0.03,-0.02,0.42,0.17,-0.07,0.00
30,hf_nu,0.43,0.08,-0.03,0.02,0.42,0.17,-0.07,0.00
