FC3,FC4,FCz
0.524425343671623,0.583305712785931,0.620972317916609
0.509692298584549,0.575019070501549,0.617209903349941
0.509543004070004,0.574402163667902,0.617673530045843
0.525081680807105,0.588514102865022,0.633349889483991
0.525987506066456,0.589868148202856,0.636761759154503
0.557852419133953,0.622425673811477,0.669450226481718
0.554680365299547,0.615597410779189,0.662182847669894
0.548746881112257,0.610875017535234,0.65474111538625
0.570701873866745,0.626564534462586,0.666709671345098
0.559630207360298,0.621244835358862,0.657677587460889
0.585259328933944,0.648073378488345,0.684799447935154
0.573228249354485,0.6558358595491,0.682890228526416
0.571441107782399,0.655384434014872,0.680223777112477
0.600957709392494,0.656943904984001,0.681901961322561
0.581907197907964,0.635067378012408,0.663576254352562
0.584628341050682,0.635840674857585,0.665949331112671
0.580778891172101,0.606935311555078,0.637175874674397
0.608683290991457,0.634236811125812,0.665248709158717
0.610725897648723,0.635115238618897,0.667352191186598
0.595453470383272,0.614275083112513,0.657235585496787
0.590679692796898,0.607303595885004,0.652414729112365
0.581064506453223,0.582067933411404,0.629502434146965
0.589512658592594,0.58441248247958,0.632629598072001
0.58660417027906,0.581776096256945,0.630322700524211
0.579096578646083,0.576358912022125,0.627362237647234
0.591802098528344,0.562437782619888,0.629944854640929
0.59054786756149,0.569150405889337,0.63825848906557
0.596885359623067,0.571194107912986,0.640081764117327
0.573953507145386,0.551603955929474,0.624910394141054
0.572363074013953,0.550379066125912,0.623784240185771
0.572783856782485,0.551035316405863,0.624765104448938
0.543684949343189,0.523058139803557,0.599155121027696
0.545651871932958,0.528876620893178,0.605105504169315
0.559539469437803,0.541086567268776,0.6160324452412
0.543348893096691,0.512829275750014,0.600802356131681
0.542557876822707,0.512061781539774,0.598807538199591
0.556987791722917,0.513505369035842,0.610322224495921
0.563808723677775,0.51483649716565,0.617017692450978
0.573901470959164,0.50805114940214,0.622578277215826
0.585135255413315,0.519202859684607,0.632334167312131
0.59327876657901,0.519499344730215,0.63247625431272
0.572017580367278,0.520172295846364,0.629569108517982
0.570832459457469,0.520449944846729,0.628525226762294
0.567052263256427,0.516007244615976,0.628154438305177
0.56692121925099,0.514015545700945,0.626917976522461
0.543340327019053,0.521922840621527,0.624004850651758
0.565376989484619,0.527215269046466,0.630781365421106
0.568194043429058,0.541778290291133,0.647944708135732
0.567316959611042,0.538852570591881,0.648671656469741
0.569497096650239,0.549224030966908,0.652855413143257
0.562033272573935,0.557137876469954,0.662877169057627
0.564965803604895,0.576541832286859,0.676074352643878
0.573586205205582,0.588120991831808,0.686539984759694
0.589849302702792,0.609338735893208,0.689149989593729
0.593288021865448,0.622820228993286,0.694218988971081
0.602550191186899,0.627111239498879,0.698613234304108
0.601881350644701,0.628375031920749,0.698031504041793
0.597234135749064,0.620848922981461,0.693686788382935
0.612957783055815,0.631211685932887,0.703397312252053
0.612234178289174,0.635165905963224,0.703423649988023
0.611100446503964,0.631970825920628,0.699660340924734
0.609020333470597,0.649774398707155,0.712823742852351
0.614756225828543,0.649254829997881,0.718257419844759
0.604221373877078,0.649900214767129,0.71797953314227
0.609323400963514,0.650104588215162,0.720874671368905
0.607553320710006,0.65154798987544,0.723841453043019
0.607712352414742,0.652577752361146,0.72458724751088
0.602661099675178,0.650400773570041,0.721679413076063
0.602810314319326,0.64335916443665,0.720714520109727
0.625733256970334,0.654292889055617,0.73427981250315
0.598931794681188,0.635148841359181,0.729033050244763
0.593629443512866,0.628355053446077,0.720846343008563
0.600309695863263,0.637040029615095,0.72789221975357
0.597475429307301,0.626690915133028,0.718186930110565
0.573457610289276,0.628308623828813,0.705916464738155
0.567788296410404,0.626146104926842,0.706779380191452
0.587931226479361,0.656154075158891,0.730240754358521
