FC3,FC4,FCz
0.165443464756302,-0.0731562563964941,0.0824344355376819
0.165688753227285,-0.0716582401110063,0.0824610437108977
0.166585998785424,-0.0718892075413654,0.0824107914029811
0.172363364160585,-0.0754209327501886,0.0822818672421074
0.175151883875235,-0.0757368890319102,0.0826113916784714
0.183004451452448,-0.0614369801660739,0.0988055232383529
0.177180258143108,-0.0667462463376128,0.0957601664349684
0.2099072865686,-0.0457662027924041,0.0952520893811355
0.185331604187689,-0.077394589823391,0.0929304742416044
0.197602182347887,-0.0625471732747774,0.101181056093492
0.227824207308513,-0.056434806471088,0.0929411571414254
0.233539120915009,-0.0537403744306082,0.0933321746493525
0.247091446568508,-0.0316571359225545,0.104335459004946
0.224361694250078,-0.0353391249620679,0.103623386815176
0.228299869273692,-0.0474988032752754,0.095381743877284
0.250733877573198,-0.0235372725015401,0.106280475784244
0.268232732140037,-0.0175531733590003,0.118437185332323
0.275363132719989,-0.0205259246963226,0.130811421441242
0.279138596474496,-0.01952964782731,0.131644083768904
0.307813569163415,0.00487640155977742,0.149193989593141
0.28759010074535,-0.0071543202777119,0.126786909298059
0.315770211351106,0.0100223032479873,0.150781518851481
0.317706043429616,0.017173315201644,0.151309810405207
0.344436721588134,0.0391950891255967,0.168549568499991
0.348380582094237,0.0399459610554974,0.169441358943651
0.350715029516526,0.0408331217615547,0.169433022127523
0.356247479397908,0.0286981776151224,0.166517789000975
0.387298101073298,0.041337874112787,0.182413572114064
0.416251665600091,0.0681640485053281,0.205713363996688
0.407940431870309,0.0678228910199932,0.198592652876589
0.382931489679879,0.04085093994948,0.175471667539961
0.40806328031652,0.0540855757669556,0.192106740904136
0.401911295911803,0.0464482229758283,0.184670964573605
0.39607189188957,0.0407379157543276,0.172238924315541
0.368704520650937,0.0421216505818137,0.165560785148912
0.38977902160384,0.0687679276809018,0.192284927797913
0.389699879201096,0.0984754226040283,0.193073964548802
0.395883792074554,0.103735355874309,0.216386198484157
0.410693932732165,0.124448610854491,0.233205491913316
0.395589086737425,0.127463939654055,0.225157306023551
0.393339792377031,0.131973476558557,0.22431195214221
0.390403182644778,0.139022078651034,0.233837633645733
0.419659711530515,0.130260056841916,0.237541839520159
0.448482962272878,0.145358500422428,0.25744276006182
0.447528229184111,0.123331959839851,0.256048613897441
0.478032175081153,0.136734070846509,0.268110832557314
0.479976310259037,0.132262514764296,0.264708051835649
0.470130452339593,0.132423916881139,0.275419206454021
0.480653895590457,0.14601489793034,0.299467886096844
0.484334174331466,0.156338313767889,0.310870125834516
0.516025576755579,0.178229251053895,0.342795505456459
0.509907491077761,0.179484007271455,0.341532538461425
0.486113366915103,0.162788232521501,0.324918782748969
0.478753380831072,0.170870858739981,0.327763053552532
