,target,mean,SD,R,p
0,bpm,75.5610006,8.121049151443001,0.18241645570317042,0.5152405171570595
1,ibi,802.7942069733333,81.71865942019204,-0.18572680755026158,0.5075118294022257
2,lf,481.73333333333335,313.8561170699437,-0.6979745846536624,0.0038090746737043995
3,hf,275.2,256.0081248710673,-0.2925881607904892,0.2899354498837317
4,lf/hf,2.405,1.2252525181909781,-0.23963406021406033,0.3896688690959597
5,lf_diff,-29.94361378666667,368.1408369640251,0.5147985544853722,0.04957258979984344
6,hf_diff,226.79796209393334,258.3494769280837,0.46102545889957935,0.08369719840207718
7,lfhf_diff,-0.5272128757333333,1.9230722976481727,0.020742578850785058,0.9415090948990875
8,FC3,0.46768,0.13392613292408617,-0.19845698046252883,0.47829892007970987
9,FC4,0.5013006666666667,0.12555892542105038,-0.035607843332199365,0.8997452865080617
10,FCz,0.595976,0.10357385589037418,-0.14315064292383706,0.610782925944834
11,mean_3ch,0.5216522222,0.11323500724049526,-0.13504693674094462,0.6313215677926354
12,concentration_FC3,0.17391586406666668,0.10529754406861744,0.4939116946101462,0.06130933569679665
13,concentration_FC4,0.14149491893333332,0.126088858743469,0.18247099734156827,0.5151127450572852
14,concentration_FCz,0.13295432326666667,0.13048958513122413,0.38356032131989687,0.15815065679408014
15,concentration_mean,0.1494550354,0.09886818530113825,0.42165864616714976,0.11747803210239002
