,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.12652831207710977,0.25606142913221186,0.2022666959882776,0.48827027135869777,0.17494235756988777,0.1164450746298985,0.2854535139464774,0.2357096649575087,0.3155327988263958,,,,,,,,
boredom,0.2284623864026413,0.4023296853297576,0.36274682027273164,0.48988274776562746,0.15449115909139413,0.17626570797842767,0.2820303301351905,0.19916971751572013,0.41831975112270553,-0.14626825619754574,-0.16048012428445405,-0.001612476406929686,0.3766159896714719,0.243285464859844,0.356962096677637,-0.10278695229630984,0.32562118373631765
flow,0.269493405489042,0.43359273903113116,0.30469312389331665,0.5068856618502496,0.1042182248432914,0.11179587439798973,0.20407015399423292,0.16082094601163377,0.4150571749248992,-0.1775313098989193,-0.10242642790503906,-0.018615390491551864,0.068424444335803,0.178742875390999,0.409579563575148,-0.09952437609850341,0.21891562776731668
ultra,0.2682873146097753,0.3320731676859266,0.2775644919351226,0.3810613491515548,0.09328317011880902,0.10415701295159506,0.19915611371399441,0.16838456994899387,0.3302330029242013,-0.07601173855371474,-0.07529779594684502,0.10720892220714295,0.15920815809233696,0.12795233742703,0.409579563575148,-0.0147002040978056,0.23224668636483833
overload,0.35245736385714305,0.4198107761273034,0.40030543229681126,0.5937954779244176,0.13335874188240252,0.18304931289077736,0.36935720075024386,0.18271448584648278,0.4713038954495108,-0.16374934699509153,-0.19803873630853366,-0.10552520656571979,0.340604755582471,0.259536757289018,0.08360901347396299,-0.155771096623115,0.22791684211515065
