,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.335948178227717,0.4165914064504642,0.4437114592905051,0.6324570457944241,0.3099438860695586,0.24643412449492796,0.2454151941743191,0.37578589921455946,0.49758663717846446,,,,,,,,
boredom,0.4113317836871184,0.7019240387285539,0.7765921698669354,0.870114840055667,0.34381439521170626,0.31812015592617904,0.28557187356358105,0.1510920771638085,0.7828770162170521,-0.2853326322780897,-0.33288071057643026,-0.2376577942612429,-0.07933328874481593,-0.08106069655984804,-0.06455095226653296,-0.2852903790385876,-0.07498164585706564
flow,0.34566015480029627,0.569731244873011,0.6839272081279296,0.7595686760547469,0.2574226116211729,0.2863653857519025,0.26196833903519456,0.17456989601512252,0.6710757096852292,-0.15313983842254675,-0.24021574883742453,-0.1271116302603228,0.06149126346061795,-0.015894998292993012,0.06529956732460795,-0.17348907250676468,0.036965277497410964
ultra,0.3651454599196798,0.5683983873207944,0.6570759016875327,0.7621218382891046,0.27936418681633424,0.3293572711478805,0.29833141928982604,0.18981920892440635,0.6625320424324773,-0.15180698087033018,-0.21336444239702762,-0.12966479249468055,0.01683493926926999,0.10332196121436799,0.06529956732460795,-0.16494540525401277,0.061818822602748645
overload,0.3994352134441774,0.5313753212084544,0.332290193767774,0.6703812464383478,0.315113158597978,0.3291636117865426,0.3160416695531575,0.22696335293038242,0.5113489204715255,-0.11478391475799021,0.11142126552273107,-0.03792420064392377,0.013845706406013014,0.34267355240623804,0.06775500043641003,-0.01376228329306097,0.14142475308288702
