HRV ANALYSIS RESULTS - 10-Jan-2023 19:55:15
Kubios HRV Standard
3.5.0
released in May 2021

Analyzed by:  -  - 

File name: /Users/miyakooti/repositories/arai_MATLAB_program/csv/4_tubota/ECG/rr_interval/rr_interval_tubota_5_overload.csv
Measurement date:  
File type: asciiCUSTOM
Channel label: RR data
Data length: 00:05:20 (h:min:s)
Measurement rate: - 

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:05-00:05:00,
  Sample Analysis Type: Single sample
  Beat correction: none
  Beats total:                ,         424,
  Beats corrected:            ,           -,
  Beats corrected (%):        ,           -,
  Effective data length (s):  ,         295,
  Effective data length (%):  ,      100.00,


RESULTS FOR A SINGLE SAMPLE

Results Overview              ,
  PNS index:                  ,     -1.3528,            ,
  SNS index:                  ,      1.9842,            ,
  Stress index:               ,     13.9640,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    696.4057,            ,
  SDNN (ms):                  ,     28.6801,            ,
  Mean HR (beats/min):        ,     86.1567,            ,
  SD HR (beats/min):          ,      3.7116,            ,
  Min HR (beats/min):         ,     77.7202,            ,
  Max HR (beats/min):         ,    100.7388,            ,
  RMSSD (ms):                 ,     28.2987,            ,
  NNxx (beats):               ,          36,            ,
  pNNxx (%):                  ,      8.5106,            ,
  SDANN (ms):                 ,         NaN,            ,
  SDNN index (ms):            ,         NaN,            ,
 Geometric parameters         ,
  RR tri index:               ,    6.950820,            ,
  TINN (ms):                  ,    149.0000,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.036667,    0.040000,
  LF (Hz):                    ,    0.093333,    0.100000,
  HF (Hz):                    ,    0.226667,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,     24.1932,     43.1476,
  LF (ms^2):                  ,    623.5999,    421.1650,
  HF (ms^2):                  ,    160.1445,    120.3792,
  VLF (log):                  ,      3.1861,      3.7646,
  LF (log):                   ,      6.4355,      6.0430,
  HF (log):                   ,      5.0761,      4.7906,
 Relative powers              ,
  VLF (%):                    ,      2.9933,      7.3733,
  LF (%):                     ,     77.1540,     71.9712,
  HF (%):                     ,     19.8137,     20.5711,
 Normalized powers            ,
  LF (n.u.):                  ,     79.5347,     77.7003,
  HF (n.u.):                  ,     20.4250,     22.2086,
 Total power (ms^2):          ,    808.2536,    585.1856,
 LF/HF ratio:                 ,      3.8940,      3.4987,


Nonlinear Results             ,
 Poincare plot                ,
  SD1 (ms):                   ,   20.033988,            ,
  SD2 (ms):                   ,   35.212596,            ,
  SD2/SD1 ratio:              ,    1.757643,            ,
 Approximate entropy (ApEn):  ,      1.1805,            ,
 Sample entropy (SampEn):     ,      1.6555,            ,
 Detrended fluctuation analysis (DFA),
  alpha 1:                    ,      1.2934,            ,
  alpha 2:                    ,      0.3870,            ,


RR INTERVAL DATA and SPECTRUM ESTIMATES,
                              ,    SAMPLE 1,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,
                              ,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,
                              ,         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),
                              ,       5.324,       0.698,       0.000,    107.7177,       0.000,    487.2649,            ,            ,            ,
                              ,       6.038,       0.714,       0.003,     49.7433,       0.003,    976.7992,            ,            ,            ,
                              ,       6.762,       0.724,       0.007,      0.3418,       0.007,    983.6469,            ,            ,            ,
                              ,       7.448,       0.686,       0.010,      2.7128,       0.010,    995.1941,            ,            ,            ,
                              ,       8.188,       0.740,       0.013,      2.2942,       0.013,   1011.6467,            ,            ,            ,
                              ,       8.904,       0.716,       0.017,    100.4476,       0.017,   1033.3035,            ,            ,            ,
                              ,       9.580,       0.676,       0.020,    553.1851,       0.020,   1060.5661,            ,            ,            ,
                              ,      10.242,       0.662,       0.023,   2100.7717,       0.023,   1093.9538,            ,            ,            ,
                              ,      10.914,       0.672,       0.027,    574.3479,       0.027,   1134.1226,            ,            ,            ,
                              ,      11.578,       0.664,       0.030,    117.9410,       0.030,   1181.8908,            ,            ,            ,
                              ,      12.254,       0.676,       0.033,    854.3321,       0.033,   1238.2704,            ,            ,            ,
                              ,      12.912,       0.658,       0.037,   2148.6417,       0.037,   1304.5087,            ,            ,            ,
                              ,      13.634,       0.722,       0.040,   1457.0787,       0.040,   1382.1394,            ,            ,            ,
                              ,      14.328,       0.694,       0.043,  11162.0930,       0.043,   1473.0479,            ,            ,            ,
                              ,      15.032,       0.704,       0.047,  13598.1622,       0.047,   1579.5514,            ,            ,            ,
                              ,      15.756,       0.724,       0.050,   6119.8775,       0.050,   1704.4981,            ,            ,            ,
                              ,      16.502,       0.746,       0.053,    477.5854,       0.053,   1851.3841,            ,            ,            ,
                              ,      17.250,       0.748,       0.057,   2668.4040,       0.057,   2024.4867,            ,            ,            ,
                              ,      18.006,       0.756,       0.060,   4461.7102,       0.060,   2229.0029,            ,            ,            ,
                              ,      18.752,       0.746,       0.063,   2316.5239,       0.063,   2471.1633,            ,            ,            ,
                              ,      19.482,       0.730,       0.067,   2639.2166,       0.067,   2758.2605,            ,            ,            ,
                              ,      20.194,       0.712,       0.070,   3814.6481,       0.070,   3098.4637,            ,            ,            ,
                              ,      20.916,       0.722,       0.073,   4083.8774,       0.073,   3500.1870,            ,            ,            ,
                              ,      21.640,       0.724,       0.077,   3543.5067,       0.077,   3970.6008,            ,            ,            ,
                              ,      22.358,       0.718,       0.080,   5512.1978,       0.080,   4512.6779,            ,            ,            ,
                              ,      23.092,       0.734,       0.083,   6713.8849,       0.083,   5120.0648,            ,            ,            ,
                              ,      23.850,       0.758,       0.087,    770.5736,       0.087,   5769.5522,            ,            ,            ,
                              ,      24.590,       0.740,       0.090,   9625.8454,       0.090,   6412.8033,            ,            ,            ,
                              ,      25.350,       0.760,       0.093,  19687.5924,       0.093,   6972.8860,            ,            ,            ,
                              ,      26.100,       0.750,       0.097,  11033.7031,       0.097,   7354.8248,            ,            ,            ,
                              ,      26.822,       0.722,       0.100,  17853.4201,       0.100,   7475.5286,            ,            ,            ,
                              ,      27.572,       0.750,       0.103,  13041.0963,       0.103,   7301.6179,            ,            ,            ,
                              ,      28.320,       0.748,       0.107,   2042.7301,       0.107,   6867.7813,            ,            ,            ,
                              ,      29.032,       0.712,       0.110,    986.4863,       0.110,   6259.3025,            ,            ,            ,
                              ,      29.774,       0.742,       0.113,    908.6568,       0.113,   5573.7476,            ,            ,            ,
