,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.06059674509485605,0.15733095107695597,0.2196920759309047,0.22911433552997723,0.11121867775061027,0.13044563579431068,0.13483384375571336,0.14903318070476118,0.20204578751261262,,,,,,,,
boredom,0.19377207655680598,0.1979119852959307,0.308187734538408,0.4243039415083024,0.17668137413088392,0.17921919712301265,0.1790926358622212,0.10430640053431996,0.31013455378088034,-0.04058103421897474,-0.08849565860750327,-0.1951896059783252,0.14373065877674499,0.138656803982532,-0.029050866705047973,-0.10808876626826773,0.08444553201807632
flow,0.18312491592747462,0.21954644772005935,0.32402761547115844,0.3256996607641823,0.14431173470734832,0.19593600623350715,0.1472959523181841,0.11439245630868303,0.28975790798513335,-0.062215496643103385,-0.10433553954025374,-0.09658532523420504,0.12296793326159648,0.17705977144829999,0.095067040323914,-0.08771212047252071,0.1316982483446035
ultra,0.15924298165867123,0.20821443379672125,0.3296624249662626,0.35141494895061887,0.16544481746851517,0.1958396668426691,0.11905726905365807,0.10956887405193641,0.2964306025712009,-0.05088348271976528,-0.10997034903535788,-0.12230061342064164,0.10526075102951399,0.17705977144829999,0.08682634872939798,-0.09438481505858827,0.12304895706907065
overload,0.20339891475153235,0.3382449401657552,0.3113634903390739,0.3704073250510834,0.18954773411957215,0.23178703932155517,0.1317794917489477,0.09921460834520048,0.3400052518519708,-0.18091398908879922,-0.0916714144081692,-0.1412929895211062,-0.01569523200420303,0.165526421429782,0.047814845852861,-0.1379594643393582,0.06588201175947998
