,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.7031857156374259,0.7157524136555057,0.7893557402768556,0.7879397007897985,0.2909055883902604,0.2729607332576392,0.5507134089441985,0.5872590429930976,0.7643492849073866,,,,,,,,
boredom,0.7125585352692542,0.7975551039700749,0.8669836192898919,0.8552137705591506,0.2213799927533585,0.2531775766247165,0.4734857175313465,0.2691374356802266,0.8399174979397058,-0.08180269031456922,-0.07762787901303625,-0.06727406976935213,0.013791836918195965,0.033999855523713984,0.07144336105925209,-0.0755682130323192,0.039745017833720676
flow,0.45522753189240894,0.6246789376871352,0.6738068871056527,0.6787228192009365,0.17283549869840156,0.14289481199143092,0.3240619624244597,0.3042779829032688,0.6590695479979082,0.09107347596837045,0.11554885317120289,0.109216881588862,0.27872276000360596,0.296926137054941,0.22746786312447198,0.10527973690947845,0.267705586727673
ultra,0.3517823941186939,0.5038337112283383,0.5284817998632513,0.5672373176372876,0.20032983165838258,0.22607753176305087,0.27624973452668844,0.3367510431561674,0.533184276242959,0.21191870242716737,0.26087394041360434,0.2207023831525109,0.37664806215070296,0.408134962315188,0.31967694445093997,0.23116500866442755,0.36815332297227693
overload,0.3614257372667886,0.5084878659532525,0.5471407813114968,0.57802374084515,0.1479251855818891,0.18046336887735842,0.2731085340785965,0.3239879513255718,0.5445507960366331,0.20726454770225322,0.24221495896535883,0.2099159599446485,0.33841846142462395,0.408134962315188,0.29148415162471103,0.2197984888707535,0.34601252512150765
