,target,mean,SD,R,p
0,bpm,76.99284772905844,7.6886137866928825,0.09666838317436094,0.6531791232329786
1,ibi,786.8391111980802,75.97901506904992,-0.09645934217266997,0.6538834322943469
2,lf,457.9072285187532,296.8345180119808,-0.4836398733282303,0.01664688138790633
3,hf,246.2266990548596,211.8047980621064,-0.19888650537522023,0.3515012502350932
4,lf/hf,2.4644840925564733,1.4004588174291166,-0.029228163202957177,0.8921590157037054
5,kubios_lf,429.4166666666667,282.2256657160877,-0.5238025962341699,0.008612417906583016
6,kubios_hf,243.16666666666666,215.40807526387883,-0.22192576685131002,0.29730092853467616
7,kubios_lf/hf,2.28475,1.214042223661654,-0.13655713661900168,0.5246011117501677
8,sdsd,16.588604332359676,3.4059951299322924,0.05935983593262724,0.7829157640407233
9,rmssd,29.31982100615914,6.494583414896045,0.028745865827553993,0.8939286440561034
10,pnn20,0.49811794067583737,0.11754794061964599,0.025744319218407218,0.90495253380773
11,pnn50,0.08456966135642938,0.07417858613263555,0.0572640604425861,0.7904107148405433
12,concentration_FC3,0.16872076670833333,0.12406733302163844,0.31109686759890925,0.13895275569663473
13,concentration_FC4,0.12825019379166666,0.1512761152834615,0.028700016876672757,0.8940968970861646
14,concentration_FCz,0.13165466575,0.13132351334976392,0.2831516034404011,0.18000695484447005
15,concentration_mean,0.14287520879166668,0.11929042659919949,0.22388789939144288,0.29293968032029255
16,FC3,0.4362491666666667,0.11954008441790097,-0.15259233518736215,0.47657294214231816
17,FC4,0.48645166666666667,0.11575730206149225,-0.04935389182348251,0.8188568045191161
18,FCz,0.56556625,0.10088712342731108,-0.17246654066439498,0.4203170934182753
19,mean_3ch,0.49608902775,0.10477071289457786,-0.1315686606750221,0.5399973479736981
20,lf_diff,208.99783280332517,398.01015908326553,0.3726913572598786,0.07287798356514973
21,hf_diff,285.41229542133533,276.49984090333885,0.2536115042932562,0.23178080213182378
22,lfhf_diff,0.03216438596336937,2.6874117555223385,-0.08216265813265121,0.702704725604753
23,hr_mad,26.625,8.405417399907435,0.3886588991048332,0.06052484274922148
24,sd1,20.731096035282324,4.592368809491684,0.028560428061797958,0.8946091768716862
25,sd2,53.94550363801991,13.191945248283059,0.19051822572850513,0.37253941866330886
26,s,3631.513908900054,1507.8507610945876,0.11997646750533894,0.576565191218453
27,sd1/sd2,0.39216934518736046,0.0716646587142259,-0.16052128950421876,0.4536827661632041
28,breathingrate,0.18258487803443216,0.08619808275205498,-0.24948471650313908,0.23972309450674206
29,lf_nu,65.80944137781385,14.111598404569532,-0.0324533657065694,0.8803384449307555
30,hf_nu,34.19055862218615,14.111598404569529,0.03245336570656938,0.8803384449307555
