,target,mean,SD,R,p
0,bpm,77.00988881054668,7.2346046723567,0.052149058314267,0.7921305198368084
1,ibi,785.7988090460507,71.49679643495513,-0.05653129433006757,0.7750882227830043
2,lf,499.084807883518,303.7788257611723,-0.25560290676630276,0.18925298568564294
3,hf,236.99585377832906,198.18335924030615,-0.26491333006026413,0.1730825404189886
4,lf/hf,2.6974174865046914,1.4349936816928037,0.1955706383109713,0.31859227979129734
5,kubios_lf,465.9642857142857,284.0016954354394,-0.3242097281792416,0.092345600278352
6,kubios_hf,232.07142857142858,201.9736419457161,-0.30471189568407814,0.11488053212094068
7,kubios_lf/hf,2.5620357142857144,1.3619156015948077,0.08174918448751496,0.6792056557088769
8,sdsd,16.044976053445,3.456194906060795,-0.03251256339793507,0.8695424322834159
9,rmssd,28.11111323182105,6.740555507983277,-0.03153321018839293,0.8734404500041318
10,pnn20,0.4701616232530139,0.12982521641632144,-0.003939492123314348,0.9841267764942581
11,pnn50,0.07481390276788864,0.0727821033976709,-0.0383595481318897,0.8463353227751431
12,concentration_FC3,0.14171384895818148,0.13606572403221295,0.25394430131413626,0.1922400106828306
13,concentration_FC4,0.057493066136335515,0.18915060971623357,0.16176888258731853,0.41084299257350754
14,concentration_FCz,0.0975417593531429,0.1551136126567623,0.22435243484864917,0.25107535023346184
15,concentration_mean,0.09891622481588663,0.14822384485642,0.22477695760580402,0.2501560010472615
16,FC3,0.425419360731166,0.09922741470063418,-0.2666941754126894,0.17010387633065382
17,FC4,0.4719787015237026,0.09714138990043227,-0.21609407033905667,0.2694012204047855
18,FCz,0.551234906227993,0.08692510329184276,-0.2679433394190231,0.16803619762045324
19,mean_3ch,0.48287765616095385,0.08607504904289145,-0.2739704290070681,0.15830916150203841
20,lf_diff,561.2937393756771,941.8284112806995,0.18692993887850987,0.34085617236657323
21,hf_diff,227.718792246603,292.94118867428205,0.13548512667835735,0.49182185357689817
22,lfhf_diff,7.1797335423807365,17.685289606585172,0.08376011241263315,0.6717440245622626
23,hr_mad,28.535714285714285,9.586009682482752,0.3003674009696884,0.12041311360421793
24,sd1,19.876204979412854,4.766550408478815,-0.0316798678153778,0.8728565375828966
25,sd2,56.81267984035721,14.939273078617807,0.19219218871748825,0.3271881546269241
26,s,3608.332557083689,1435.3468262941385,0.10170848446730503,0.6065584416251188
27,sd1/sd2,0.3653275198092796,0.09419854389751832,-0.17900892187490283,0.3620675086236889
28,breathingrate,0.1760933082468162,0.08167499739948907,-0.3990925943824121,0.03539306349301534
29,lf_nu,67.85316750118358,14.015054067940438,0.15969338090325447,0.41695195005504565
30,hf_nu,32.146832498816416,14.015054067940438,-0.15969338090325463,0.41695195005504476
