,target,mean,SD,R,p
0,bpm,79.12920615718897,25.308114141578724,-0.15644705988465898,0.3350279036759291
1,ibi,803.3244841211467,147.81920722182446,0.07807244470161527,0.6320467826753249
2,lf,388.1453960523431,318.64369368180803,-0.10647768383815488,0.5131551403650872
3,hf,316.2056701749127,427.01940759124216,-0.18135260307401838,0.2627472395417491
4,lf/hf,2.007079067948286,1.8074618907111326,0.10065790598277134,0.5365738925455581
5,kubios_lf,355.4,270.2832588230355,-0.14173960050874893,0.38297365008824275
6,kubios_hf,325.1,420.04385485327606,-0.2216159189531832,0.1693373967275873
7,kubios_lf/hf,1.806025,1.5222181099878558,0.046685408981078744,0.7748340130247177
8,sdsd,19.8945345886714,7.503427613694872,-0.19868683276505325,0.21905041278111112
9,rmssd,51.62680569423509,57.936926845333375,-0.21995023243781775,0.17264804807162454
10,pnn20,0.6072675426243532,0.16817893245946605,-0.09701414623583633,0.5514942668256708
11,pnn50,0.2184083530285164,0.27877138550458513,-0.19387789064938213,0.23063551300655336
12,concentration_FC3,0.13392094574704932,0.1465734877943369,0.07566641518252434,0.6426135995600176
13,concentration_FC4,0.07843295241256051,0.12312506352032869,0.09366788115527017,0.5653665129457265
14,concentration_FCz,0.10320025317813118,0.14005140568770977,0.03328844398202817,0.8384199654577066
15,concentration_mean,0.10518471711258034,0.11889169193688569,0.0765000119789098,0.6389446011796328
16,FC3,0.3891788485311323,0.15926965962135958,0.03199320135866107,0.8446285398269606
17,FC4,0.410334225684014,0.18222355068216867,-0.027045771100209413,0.8684256498079044
18,FCz,0.5415867852268316,0.1513191373977805,-0.010326424236797938,0.9495748558997174
19,mean_3ch,0.44703328648065926,0.15468078579637104,-0.003007087038331471,0.985307441619529
20,lf_diff,46.30781247202749,333.3619546771685,0.0901412836471223,0.5801581482441733
21,hf_diff,650.6542119834377,982.7329832565401,0.0011533895234809976,0.9943643044389108
22,lfhf_diff,-1.1926866579742268,1.426374126697438,-0.13925085186070124,0.39146753743403157
23,hr_mad,35.2,26.296577724106992,-0.21990306993062803,0.17274245780032524
24,sd1,36.50452448782126,40.96776043091388,-0.2199534061549602,0.1726416962669017
25,sd2,53.008260297151814,23.3056421455668,-0.06052529793287465,0.7106393220724567
26,s,5344.322898969659,4361.888857748869,-0.2572550500246863,0.1090376546456657
27,sd1/sd2,1.096571878525342,2.2036277755914693,-0.17290867211311986,0.2859919706598898
28,breathingrate,0.20522860281837602,0.1014400553237085,-0.12356172615070649,0.44748750824629496
29,lf_nu,56.86928931117412,18.600110157157058,0.15999137647480516,0.32405498023980944
30,hf_nu,43.13071068882588,18.600110157157058,-0.15999137647480527,0.3240549802398084
