,target,mean,SD,R,p
0,bpm,79.12920615718897,25.308114141578724,-0.1339094230067808,0.41006370666953823
1,ibi,803.3244841211467,147.81920722182446,0.04841761590794918,0.7667080119293124
2,lf,388.1453960523431,318.64369368180803,-0.3239899021464154,0.04140075769486258
3,hf,316.2056701749127,427.01940759124216,-0.22028160828389487,0.1719857453014616
4,lf/hf,2.007079067948286,1.8074618907111326,-0.1037135799172703,0.5242138144161916
5,kubios_lf,355.4,270.2832588230355,-0.28583238274721834,0.07378428259942875
6,kubios_hf,325.1,420.04385485327606,-0.25098703070980694,0.11824814515413087
7,kubios_lf/hf,1.806025,1.5222181099878558,-0.10957949688276043,0.5008858053590922
8,sdsd,19.8945345886714,7.503427613694872,-0.07828224155311968,0.6311287664386
9,rmssd,51.62680569423509,57.936926845333375,-0.1694124304661862,0.29599519295419463
10,pnn20,0.6072675426243532,0.16817893245946605,-0.02471609619405598,0.8796724477576707
11,pnn50,0.2184083530285164,0.27877138550458513,-0.10481346807601453,0.5197993626538638
12,concentration_FC3,0.13392094574704932,0.1465734877943369,0.18910177952204243,0.24254844925534533
13,concentration_FC4,0.07843295241256051,0.12312506352032869,0.1782512085743188,0.2711347710891917
14,concentration_FCz,0.10320025317813118,0.14005140568770977,0.32135784129664674,0.04317820464280471
15,concentration_mean,0.10518471711258034,0.11889169193688569,0.2654267779663129,0.09786037675480196
16,FC3,0.3891788485311323,0.15926965962135958,-0.23659494656413985,0.1415972325728529
17,FC4,0.410334225684014,0.18222355068216867,-0.3266838962020492,0.03964353796721029
18,FCz,0.5415867852268316,0.1513191373977805,-0.4372010523185623,0.004788443233875074
19,mean_3ch,0.44703328648065926,0.15468078579637104,-0.35205575445623377,0.025890222636063616
20,lf_diff,46.30781247202749,333.3619546771685,0.2891187718291985,0.07038484268838835
21,hf_diff,650.6542119834377,982.7329832565401,0.19911768595681859,0.21803240407274513
22,lfhf_diff,-1.1926866579742268,1.426374126697438,0.01732864825458942,0.9154803473862194
23,hr_mad,35.2,26.296577724106992,-0.12165876240983686,0.4545668427942826
24,sd1,36.50452448782126,40.96776043091388,-0.16942952806031253,0.29594573421101655
25,sd2,53.008260297151814,23.3056421455668,-0.0017483356431721919,0.9914573653011898
26,s,5344.322898969659,4361.888857748869,-0.1813956220020849,0.2626321204886483
27,sd1/sd2,1.096571878525342,2.2036277755914693,-0.1359774678880373,0.4028048052302049
28,breathingrate,0.20522860281837602,0.1014400553237085,-0.09039030840662769,0.5791079727301092
29,lf_nu,56.86928931117412,18.600110157157058,-0.06939026251488888,0.6705015743111069
30,hf_nu,43.13071068882588,18.600110157157058,0.06939026251488885,0.6705015743111069
