,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean
rest,0.47037522627441286,0.7182427848726987,0.5305916345188006,0.7830542923961177,0.3524278074318561,0.2865786840540036,0.39017857297383585,0.5044927146459608,0.677296237262539,,,,,,,
boredom,0.2760207071375605,0.4460817210886339,0.43772905324036254,0.5609498868644353,0.18039126616930712,0.16297597342624362,0.24077530156092458,0.31820387153698126,0.4815868870644772,0.27216106378406474,0.0928625812784381,0.22210440553168243,0.476316318527755,0.418886313624333,0.47189025908593596,0.19570935019806177
flow,0.2620030824208998,0.427571571296523,0.43540816824493883,0.3751863619193465,0.6614633351177034,0.5269074855910495,0.25446050927205266,0.41678528375015567,0.41272203382026945,0.29067121357617565,0.09518346627386182,0.40786793047677117,0.643084068775,0.466639971518096,0.7239726045774908,0.26457420344226956
ultra,0.4082338236251096,0.5578461878013095,0.6018847774448502,0.5473791089464457,0.7407791362396962,0.6439298985110126,0.4304009321015838,0.4426563352143293,0.5690366913975351,0.1603965970713892,-0.0712931429260496,0.23567518344967198,0.643084068775,0.466639971518096,0.7239726045774908,0.10825954586500386
overload,0.1202657289927577,0.2918401180547774,0.41777755453321347,0.5114816415337461,0.23987006862447033,0.2065298413796719,0.15021433812409637,0.32340235187033756,0.4070331047072456,0.42640266681792127,0.11281407998558718,0.2715726508623716,0.635293314419118,0.34990735501572695,0.523400435285974,0.2702631325552934
