,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.4187114251058668,0.38814619420521523,0.46731917922700733,0.6956857302922399,0.34557699751841725,0.33347661930333444,0.3302331390938986,0.42559275496371135,0.5170503679081542,,,,,,,,
boredom,0.31635452228971345,0.3314485771865597,0.25025563255900707,0.6609661281130752,0.5631088913344607,0.39754864142168167,0.36382006599041683,0.3083304013036399,0.41422344595288063,0.056697617018655555,0.21706354666800026,0.0347196021791647,0.34510491618696704,0.46935412616416794,0.183150362277808,0.1028269219552735,0.33253646820964766
flow,0.21460852568843483,0.38445443491263154,0.3527807187089625,0.6182354781960671,0.5313888038328122,0.411814523243993,0.3342891004853483,0.2719346564392424,0.45182354393922036,0.003691759292583696,0.11453846051804484,0.07745025209617284,0.20731211135190103,0.27103494367334,0.2495586692082471,0.0652268239689338,0.2426352414111627
ultra,0.23479477409258181,0.38194511371158446,0.34736660987015017,0.6653254937855939,0.5852406498645638,0.5035246610214711,0.34118830945253925,0.291547547205244,0.46487907245577614,0.006201080493630773,0.11995256935685716,0.030360236506645988,0.20731211135190103,0.37198603029285,0.2495586692082471,0.052171295452377975,0.276285603617666
overload,0.3391925902188291,0.2799794407158993,0.308814044375621,0.533956257463355,0.46155636177902215,0.42283948146655637,0.328438854619435,0.3478713048953354,0.3742499141849584,0.10816675348931593,0.15850513485138634,0.16172947282888495,0.38833012444507103,0.5777271116713785,0.513010809807448,0.14280045372319575,0.49302268197463245
