FpZ,FC3,FC4,FCz,O1,O2,Fp2
0.146893301848243,-0.0938912220323279,0.0982904358323803,-0.064995798935907,-0.195449527538496,-0.200823286034289,-0.112380943899671
0.138118094800783,-0.124570611143,0.128516357060356,-0.0661523443365093,-0.185625704245015,-0.195091531959692,-0.112418967665486
0.10902095991708,-0.13030705957792,0.122099107476221,-0.081741959515169,-0.190545303610182,-0.183840488160901,-0.103628830970957
0.125332168625561,-0.10020403940165,0.136854802742035,-0.0655036149020343,-0.193674101974435,-0.19347669528101,-0.0821610895399353
0.131102169974379,-0.102913771794997,0.140030234267222,-0.0655897181807651,-0.188323270110085,-0.193443171408414,-0.0916822846368372
0.128893024064818,-0.0956937599452178,0.153441049560872,-0.0668820517756198,-0.191872334014333,-0.193520663900868,-0.0853947568398501
0.156291383890198,-0.101898138425426,0.174809637186329,-0.0702936749505934,-0.194267729335618,-0.193727636853533,-0.0856723866731364
0.153315328356941,-0.101113540378305,0.171368458162426,-0.0727713065901638,-0.191753926418729,-0.191357316776119,-0.0877747573441101
0.177222683988165,-0.104674083987392,0.150435821167747,-0.0729094282481084,-0.2017461071794,-0.217036790780659,-0.0830181482199647
0.177255591331448,-0.118406928545086,0.128250540866461,-0.0738009878761887,-0.22015803799548,-0.217367035764003,-0.0898253495880907
0.172321676529784,-0.117993756616921,0.11681938046767,-0.0512656319365024,-0.224832440997392,-0.199553392048572,-0.112031649304049
0.172375860522453,-0.118000146093244,0.117163455444023,-0.0632538598015222,-0.229347639835388,-0.206590033455819,-0.128604234350805
0.160817826843695,-0.121973706757404,0.115954570813736,-0.0640539328633102,-0.240914227996354,-0.188556692955252,-0.138152254549154
0.157619385813594,-0.101336374070076,0.0857049266035875,-0.0663818516039972,-0.271300228850489,-0.157106275412932,-0.132673130806234
0.157277674597821,-0.103527109880502,0.0683862534758778,-0.0719407024862776,-0.292356377184351,-0.162818351074927,-0.123449850914704
0.158560093748563,-0.0868413372378229,0.0927328936223177,-0.0760507035784364,-0.29710212288569,-0.156464538212974,-0.118394884843999
0.172422683468609,-0.0875789792560327,0.0948367317775012,-0.0818210058708714,-0.314498183696845,-0.182855621124687,-0.118355786555721
0.161294652436702,-0.0898321716164961,0.0749084487609466,-0.0790593094134739,-0.329929348972128,-0.189509593974356,-0.112142898055842
0.136299708306737,-0.0897166698663902,0.0911786592801759,-0.0810697255699103,-0.338127507088745,-0.185382304118629,-0.0879779912247621
0.132646753189969,-0.0924648940493364,0.101340928226977,-0.0786099451746484,-0.367442772556607,-0.198685336100957,-0.0883415544893237
0.134751443798406,-0.092488372365523,0.0958066330246961,-0.0806373663608734,-0.378092217667904,-0.199150542960459,-0.0865576565474559
0.163636315762525,-0.106003769357776,0.0965332979568869,-0.0826885392547234,-0.370736975680256,-0.209936413090761,-0.0693078501367415
0.169167980888949,-0.075379379515161,0.123260385928656,-0.057793202704215,-0.385291773843669,-0.218969652663484,-0.0933572519987728
0.170152459507634,-0.0737601537645551,0.123196357829071,-0.0582349442382181,-0.379497317872933,-0.199293642497325,-0.114675020797532
0.15447240284751,-0.0798569112550739,0.118066365486731,-0.0682347615528233,-0.373171249657804,-0.197388122458189,-0.121605940232913
0.147724105807124,-0.0750740001247378,0.130424173097277,-0.063077979659705,-0.373066244941583,-0.1954491680783,-0.12146879974412
0.156046431915425,-0.0802595333500126,0.132853350725396,-0.066771705331348,-0.371824632090767,-0.193551802809375,-0.111166317199924
0.133405981770449,-0.0567441390538003,0.137558406508357,-0.0534136405712424,-0.374735618456388,-0.200196603589957,-0.121594580055323
0.132364743203533,-0.0527978605752362,0.140567455551927,-0.054562313551205,-0.371805727953538,-0.199171064363579,-0.12150124061814
0.147890594786934,-0.0499048777509992,0.144226414400516,-0.0545259660559395,-0.372149077816278,-0.201164014516572,-0.0902526750491288
0.144329918054199,-0.0312195792088494,0.142223549773915,-0.0275731121021308,-0.370349019868003,-0.184254508884278,-0.0746733085165455
0.145653773392336,-0.00996496552674864,0.147736767286534,-0.0230389884384219,-0.371519875132762,-0.17798585877899,-0.0683159039450074
0.145256367981747,-0.00999471555260062,0.148617970011871,-0.0228855476738226,-0.375320527944866,-0.175639068849816,-0.0722480822029289
0.150573912801437,0.00545918179153776,0.158951739116986,0.000509386858102645,-0.386559512960714,-0.174215309972223,-0.0479614995824115
0.123532685195477,0.000605944619767707,0.170076309923896,0.000864186735642036,-0.359309929615372,-0.176636499234614,-0.0697641400426641
0.12644152905171,0.00497163898353303,0.144838047611734,0.0069013596320664,-0.349357396947778,-0.149827245524697,-0.0572630241022569
0.139872789309753,-0.0177757537539126,0.144327412719956,0.00134700680456812,-0.369277031035429,-0.178084316584923,-0.0274184062303429
0.110404900590787,-0.0453321741972129,0.1333463569785,-0.0192814808960317,-0.373726781350953,-0.182423841928732,-0.0397216993011607
0.108996919971131,-0.0503146169664965,0.133307348009794,-0.0186652722472689,-0.386560665076183,-0.198254015461913,-0.0363967156202081
0.0988700605996733,-0.0586162048658756,0.128453229436478,-0.0246150065045074,-0.378441682611186,-0.21593906203001,-0.0449340456308744
0.09823471872667,-0.0807725019651566,0.120999190400387,-0.0277654218524231,-0.38434202856918,-0.245979605099707,-0.0561053425967224
0.0979091034885792,-0.0800809622563313,0.096412128162742,-0.0275455177533679,-0.38459168400591,-0.240673310540977,-0.0576364749130314
0.070388957955597,-0.076997452670563,0.103167170875695,-0.0247534299907467,-0.373574407197856,-0.239799522708602,-0.0482725688595259
0.0398541248976071,-0.0507292675046267,0.133304605778995,-0.0175242330424358,-0.386983350401439,-0.22572551692052,-0.0233448303970865
0.0540344233758617,-0.0478693784720699,0.131756171296297,-0.0168743598580765,-0.388129741209163,-0.229808719333063,-0.0159368818611201
0.0804449301351706,-0.0482806592092192,0.13657786723304,-0.012589092650976,-0.380562596983729,-0.23018511076487,0.0113221147957614
0.052911837184716,-0.0665416204361022,0.143251446269663,-0.0132935842522253,-0.38154274557254,-0.220116515393788,-0.00269368918212659
0.0572717816278251,-0.0701751606846424,0.14448904494605,-0.0127443206485233,-0.380744939804367,-0.225379073775216,-0.0308571699253917
0.0794243548285486,-0.0834930610807821,0.15105186517833,-0.0140467963831842,-0.398017352731705,-0.228902384439297,-0.0265540452178456
0.0778377369490159,-0.111134893515561,0.150982608906734,-0.0178145825113517,-0.42755472598609,-0.259989253170968,-0.0247257992354707
0.0985501861522731,-0.103765534820369,0.161201576762597,-0.0182470411756568,-0.411015739391524,-0.260325399426856,-0.00941899723177381
0.100028204397364,-0.0767626590765801,0.155586889226267,0.00483354377645695,-0.401330844682989,-0.258001720405178,0.0154468969961661
0.121603926021267,-0.0491197598670456,0.155703267113538,0.0131936735492485,-0.401165984101624,-0.258691841254011,0.0186685127175152
0.117280832140816,-0.0508281204409107,0.158782859582947,0.0213119052878328,-0.40117656821905,-0.257356897733689,-0.00222585028865907
0.135309135863071,-0.0406893934962769,0.177914604619906,0.025683626543076,-0.401860320200657,-0.238686617218812,0.000280146622897492
0.122815641487215,-0.037526057668486,0.156887223109676,0.000168677638722192,-0.409661393245918,-0.25945880229479,-0.0194868389744934
0.124230274178767,-0.00922289453406616,0.149540391787869,0.00296570308851674,-0.407951011829335,-0.239647334625092,-0.0200626655999175
0.0939927039974037,-0.00868304118585927,0.147913087827902,-0.018031254399723,-0.42702503529012,-0.237866917328889,-0.0318940200026306
0.0697319618389057,-0.00955832002586315,0.135890546297697,-0.0179553587462726,-0.438350694072732,-0.248444354967856,-0.0589453837817516
0.069458088887259,-0.0277998458304897,0.149332410646813,-0.0110660511734422,-0.431492934650245,-0.246932930562226,-0.0527383694826172
0.0483286630125831,-0.0338086543990973,0.166455640203515,-0.0172544125587598,-0.429761890579178,-0.247700187305227,-0.0826149855858096
0.0793250528334376,-0.0187007535735402,0.157438918741245,0.012246938465704,-0.422116569918208,-0.236264915528539,-0.0495236209489412
0.0668950695927292,-0.00808121155593522,0.168992449688154,0.0153973903397242,-0.409472637218374,-0.237565083523577,-0.0814900631567404
0.0356702669829161,-0.00937007737253137,0.174080021153315,0.00388370505003688,-0.401136507626556,-0.231057237204545,-0.109586941805231
0.0373634759303579,0.00536155337316413,0.172100286303581,0.00410306477434108,-0.402429351386391,-0.230746448152052,-0.109432509681802
0.0360261602646221,0.00925837000560198,0.181366223031529,0.0336024567751726,-0.404148547653125,-0.229167321415733,-0.0869059899152329
0.00580922206526657,-0.00544258717990231,0.159623993863456,0.0297630953514466,-0.40504673802689,-0.228564274957542,-0.0964899394463412
0.031592392559507,0.0252785313564086,0.177122064727949,0.0297674579712993,-0.406243826768946,-0.22955502794046,-0.0737572256095376
-0.000187629427726821,0.00931250376655546,0.176627532636804,0.0293895240474922,-0.404082111951575,-0.229374937832729,-0.0896873710077513
0.0195803202116809,0.0105357452998553,0.180639532292915,0.0331721141790782,-0.401985253797742,-0.22799881561449,-0.0591343461256994
0.0138455775728842,0.0306154569352162,0.169004656155653,0.0128320902561264,-0.405439864690045,-0.230816578865577,-0.0562300883264742
0.0444513758874716,0.0140106926255009,0.167233575080266,0.0103537772835848,-0.405212447217423,-0.243944286345398,-0.0246698458521353
0.0683511723928675,0.00191555177716213,0.135268150156777,0.00704196275268576,-0.378176308488014,-0.267166071718166,-0.0255248086325891
0.0755114486806457,-0.00299207709363108,0.141604822022371,0.00879528822238218,-0.380904904866697,-0.296289403336312,-0.00214925736345933
0.0456123051443449,-0.0079551204428403,0.141394460125898,0.00851508868285811,-0.350510055032489,-0.271270271352293,-0.0337546410808637
0.0445668796815305,-0.0127580995413413,0.120444065321055,0.00957343865393978,-0.356361384104259,-0.262794272732185,-0.047754573130066
0.0199910899683979,-0.0077637447668269,0.142825901995938,0.0102413098269584,-0.366494487126861,-0.270857447153644,-0.0233777485375899
0.00040358467447843,-0.00385469327510785,0.138912009491316,0.0153333647821744,-0.362048600563486,-0.238123024447285,-0.0348937515639741
0.0163776990658443,0.0161880248152127,0.150839515579395,0.0167721433627676,-0.344395426252751,-0.262875734811178,-0.041792111581026
0.0130203265195846,-0.0120820758395927,0.145091050210946,0.0137513347476594,-0.34340469215752,-0.269344797907261,-0.0421909954025951
