,target,mean,SD,R,p
0,bpm,76.58975532666666,7.806810472923402,0.16265001001686993,0.5190301404379226
1,ibi,791.4206734666667,79.17246977656525,-0.15525848565969097,0.5384454456252543
2,lf,427.1422030388889,311.5963354196373,-0.5033246220289151,0.03322675955010685
3,hf,267.5811528477778,245.74104896694809,-0.38451156327759795,0.11513945287495417
4,lf/hf,2.2069305465555553,1.2533236590177919,-0.02121208845900758,0.9334196310900483
5,lf_diff,-11.091092764444447,338.8511243489366,0.4249401588317288,0.07877015539514574
6,hf_diff,311.8965402893889,311.94686390756294,0.3434094631517697,0.16294667965387605
7,lfhf_diff,-0.6011930138333333,1.798007433342548,-0.05186348853551586,0.8380580993593094
8,FC3,0.46215833333333334,0.12414636586841088,-0.22344140127102755,0.3727847462838516
9,FC4,0.5130038888888889,0.11830617036312034,-0.11323403690418932,0.6546110517865535
10,FCz,0.5950144444444444,0.09716984324265665,-0.2305576413948233,0.3573452339741443
11,mean_3ch,0.5233922222222223,0.10494978314750122,-0.20180754076703422,0.42194981950608496
12,concentration_FC3,0.147635417,0.11339740471834443,0.47498058834573803,0.046380045348217935
13,concentration_FC4,0.10203849849999999,0.14535067851134864,0.2077365468649265,0.4081468754796591
14,concentration_FCz,0.10594804155555555,0.13429954051409407,0.39457349248930085,0.10514807639246042
15,concentration_mean,0.11854065238888889,0.11419314864280368,0.4000451702718914,0.09998320451999838
