,target,linear-p,linear-rsquared,linear-rsquared_adj,linear-coef,nonlinear-p,nonlinear-rsquared,nonlinear-rsquared_adj,nonlinear-coef
0,bpm,0.5152405171570602,0.033275763311306994,-0.04108763951090011,0.038735952844009394,0.5198493087870356,0.032563363934905776,-0.041854838839332276,0.0002443617776288843
1,ibi,0.5075118294022245,0.034494447042812126,-0.039775210876971556,-0.003919365174399062,0.5045822160263309,0.034964392916079334,-0.0392691153211453,-2.4990303225065585e-06
2,lf,0.003809074673704385,0.4871685208224523,0.4477199455011025,-0.003835053091589909,0.011734020815097685,0.3975771614970449,0.3512369431506638,-2.4043303551904614e-06
3,hf,0.28993544988373066,0.0856078318347614,0.015269972745127647,-0.0019709035396516202,0.40822808147407397,0.05319574905736213,-0.01963534716899451,-1.3708559417021895e-06
4,lf/hf,0.3896688690959589,0.05742448281467594,-0.015081326199579692,-0.3372759013681817,0.1850377853064675,0.13095290395035397,0.06410312733115042,-0.09747876350360962
5,lf_diff,0.04957258979984335,0.2650175517002289,0.2084804402925542,0.002411491261788571,0.3836087576081727,0.05886417314133274,-0.013530890463180123,-1.604814292158402e-06
6,hf_diff,0.08369719840207743,0.2125444737535681,0.15197097173461183,0.0030773698274615614,0.2169248330718252,0.11469363679840561,0.046593147321359885,2.718101150566223e-06
7,lfhf_diff,0.9415090948990877,0.0004302545773811062,-0.07645972583974348,0.018600709367595086,0.7924936562045184,0.005516842512212516,-0.07098186190992495,0.022170843921964993
8,FC3,0.4782989200797102,0.03938517309430489,-0.034508275129210064,-2.555426649089144,0.6200728396798278,0.019452582604502777,-0.055974141810535505,-1.7712225413376377
9,FC4,0.8997452865080604,0.001267918506770438,-0.07555762622347784,-0.48905809226247454,0.9738653513671691,8.578942142400958e-05,-0.07683068831538953,-0.11449947793771553
10,FCz,0.6107829259448335,0.02049210656950784,-0.05485465446360682,-2.383447155239768,0.6646797597043025,0.014906152894673563,-0.0608702968826591,-1.7407933551163755
11,mean_3ch,0.6313215677926347,0.018237675123112806,-0.05728250371357069,-2.0566784357242778,0.7256259871322691,0.009796788108065058,-0.06637268972977606,-1.3319586571537694
12,concentration_FC3,0.061309335696796745,0.24394876207266647,0.18579097453979465,8.088973944524518,0.30197916223100724,0.08161880715178738,0.010974100009617183,13.671610544124619
13,concentration_FC4,0.5151127450572855,0.03329566487082658,-0.04106620706218678,2.495625997298771,0.6063269354066214,0.021002560427556216,-0.05430493492417021,6.256960135871992
14,concentration_FCz,0.1581506567940799,0.14711852009102255,0.08151225240571669,5.068975504753087,0.08825645647924359,0.2071390817200841,0.14614978031393677,19.866273154774824
15,concentration_mean,0.11747803210238972,0.17779601388751387,0.11454955341732265,7.354731394560358,0.2138979129662464,0.11612415412378652,0.04813370444100096,21.482222430291472
