ECG
-47.607421875
-51.26953125
-53.1005859375
-55.84716796875
-66.83349609375
-58.59375
-47.607421875
-51.26953125
-50.35400390625
-52.18505859375
-49.4384765625
-53.1005859375
-59.50927734375
-66.83349609375
-79.65087890625
-72.32666015625
-60.4248046875
-56.7626953125
-61.34033203125
-54.01611328125
-61.34033203125
-65.00244140625
-66.83349609375
-74.15771484375
-71.4111328125
-72.32666015625
-71.4111328125
-67.7490234375
-62.255859375
-58.59375
-59.50927734375
-73.2421875
-71.4111328125
-71.4111328125
-78.7353515625
-80.56640625
-75.0732421875
-69.580078125
-62.255859375
-58.59375
-61.34033203125
-65.00244140625
-66.83349609375
-73.2421875
-78.7353515625
-77.81982421875
-78.7353515625
-77.81982421875
-74.15771484375
-57.67822265625
-64.0869140625
-62.255859375
-69.580078125
-68.66455078125
-75.98876953125
-72.32666015625
-73.2421875
-70.49560546875
-68.66455078125
-58.59375
-65.91796875
-68.66455078125
-70.49560546875
-78.7353515625
-85.14404296875
-79.65087890625
-75.98876953125
-76.904296875
-75.98876953125
-72.32666015625
-74.15771484375
-73.2421875
-67.7490234375
-76.904296875
-77.81982421875
-75.0732421875
-75.98876953125
-75.0732421875
-73.2421875
-67.7490234375
-64.0869140625
-65.91796875
-72.32666015625
-75.98876953125
-81.48193359375
-78.7353515625
-70.49560546875
-78.7353515625
-64.0869140625
-67.7490234375
-69.580078125
-68.66455078125
-73.2421875
-72.32666015625
-81.48193359375
-84.228515625
-75.98876953125
-70.49560546875
-68.66455078125
-64.0869140625
-67.7490234375
-68.66455078125
-67.7490234375
-79.65087890625
-85.14404296875
-84.228515625
-79.65087890625
-74.15771484375
-76.904296875
-78.7353515625
-67.7490234375
-74.15771484375
-84.228515625
-83.31298828125
-98.876953125
-100.7080078125
-75.98876953125
-75.0732421875
-74.15771484375
-67.7490234375
-68.66455078125
-75.0732421875
-76.904296875
-78.7353515625
-82.3974609375
-86.0595703125
-81.48193359375
-75.0732421875
-69.580078125
-69.580078125
-74.15771484375
-78.7353515625
-79.65087890625
-72.32666015625
-75.0732421875
-73.2421875
-67.7490234375
-63.17138671875
-54.931640625
-54.01611328125
-49.4384765625
-57.67822265625
-65.91796875
-79.65087890625
-72.32666015625
-59.50927734375
-47.607421875
-27.4658203125
-7.32421875
11.90185546875
-1.8310546875
-12.8173828125
-18.310546875
-34.7900390625
-52.18505859375
-54.01611328125
-60.4248046875
-57.67822265625
-51.26953125
-50.35400390625
-52.18505859375
-70.49560546875
-81.48193359375
-88.80615234375
-78.7353515625
-75.98876953125
-80.56640625
-75.98876953125
-72.32666015625
-65.00244140625
-65.91796875
-79.65087890625
-84.228515625
-86.0595703125
-94.29931640625
-89.7216796875
-83.31298828125
-76.904296875
-82.3974609375
-75.98876953125
-79.65087890625
-77.81982421875
-82.3974609375
-86.97509765625
-90.63720703125
-92.46826171875
-87.890625
-86.97509765625
-83.31298828125
-72.32666015625
-75.0732421875
-74.15771484375
-73.2421875
-78.7353515625
-83.31298828125
-81.48193359375
-77.81982421875
-77.81982421875
-86.97509765625
-102.5390625
-130.92041015625
-152.89306640625
-158.38623046875
-144.6533203125
-120.849609375
-83.31298828125
-27.4658203125
31.1279296875
133.6669921875
282.89794921875
446.77734375
591.4306640625
705.87158203125
814.8193359375
941.162109375
1047.36328125
1133.4228515625
1138.00048828125
1105.04150390625
1061.09619140625
989.68505859375
794.677734375
487.060546875
200.50048828125
-36.62109375
-103.45458984375
-95.21484375
-75.0732421875
-44.86083984375
-21.97265625
-11.90185546875
-13.73291015625
-15.56396484375
-27.4658203125
-42.1142578125
-46.69189453125
-54.01611328125
-52.18505859375
-51.26953125
-50.35400390625
-54.931640625
-61.34033203125
-65.00244140625
-66.83349609375
-79.65087890625
-76.904296875
-72.32666015625
-74.15771484375
-65.00244140625
-57.67822265625
-61.34033203125
-66.83349609375
-68.66455078125
-73.2421875
-80.56640625
-80.56640625
-75.0732421875
-69.580078125
-63.17138671875
-61.34033203125
-61.34033203125
-65.00244140625
-65.91796875
-67.7490234375
-80.56640625
-80.56640625
-65.91796875
-65.00244140625
-55.84716796875
-63.17138671875
-59.50927734375
-59.50927734375
-67.7490234375
-65.00244140625
-74.15771484375
-75.0732421875
-70.49560546875
-69.580078125
-64.0869140625
-53.1005859375
-53.1005859375
-51.26953125
-68.66455078125
-75.0732421875
-79.65087890625
-71.4111328125
-65.91796875
-62.255859375
-60.4248046875
-60.4248046875
-58.59375
-62.255859375
-67.7490234375
-66.83349609375
-77.81982421875
-73.2421875
-73.2421875
-73.2421875
-70.49560546875
-60.4248046875
-62.255859375
-61.34033203125
-70.49560546875
-75.0732421875
-80.56640625
-77.81982421875
-70.49560546875
-64.0869140625
-60.4248046875
-54.01611328125
-57.67822265625
-58.59375
-62.255859375
-65.91796875
-75.0732421875
-71.4111328125
-65.00244140625
-58.59375
-54.01611328125
-47.607421875
-47.607421875
-52.18505859375
-51.26953125
-55.84716796875
-63.17138671875
-58.59375
-54.931640625
-48.52294921875
-50.35400390625
-41.19873046875
-50.35400390625
-53.1005859375
-48.52294921875
-53.1005859375
-56.7626953125
-55.84716796875
-44.86083984375
-38.4521484375
-33.87451171875
-38.4521484375
-40.283203125
-40.283203125
-39.36767578125
-49.4384765625
-52.18505859375
-48.52294921875
-54.931640625
-43.02978515625
-32.04345703125
-29.296875
-33.87451171875
-36.62109375
-32.04345703125
-40.283203125
-48.52294921875
-40.283203125
-34.7900390625
-29.296875
-21.97265625
-12.8173828125
-10.07080078125
-16.4794921875
-15.56396484375
-8.23974609375
-14.6484375
-13.73291015625
-4.57763671875
-3.662109375
0.91552734375
17.39501953125
16.4794921875
12.8173828125
15.56396484375
11.90185546875
8.23974609375
18.310546875
21.97265625
29.296875
38.4521484375
44.86083984375
39.36767578125
30.21240234375
32.04345703125
29.296875
18.310546875
20.1416015625
20.1416015625
22.88818359375
27.4658203125
32.04345703125
26.55029296875
17.39501953125
10.07080078125
3.662109375
-9.1552734375
-12.8173828125
-7.32421875
-5.4931640625
-0.91552734375
-8.23974609375
-10.07080078125
-14.6484375
-18.310546875
-26.55029296875
-37.53662109375
-35.70556640625
-30.21240234375
-39.36767578125
-30.21240234375
-23.8037109375
-28.38134765625
-29.296875
-34.7900390625
-44.86083984375
-46.69189453125
-46.69189453125
-41.19873046875
-40.283203125
-39.36767578125
-26.55029296875
-27.4658203125
-32.958984375
-32.958984375
-40.283203125
-49.4384765625
-46.69189453125
-42.1142578125
-42.1142578125
-39.36767578125
-28.38134765625
-29.296875
-30.21240234375
-28.38134765625
-34.7900390625
-47.607421875
-40.283203125
-39.36767578125
-39.36767578125
-36.62109375
-26.55029296875
-30.21240234375
-32.958984375
-32.04345703125
-36.62109375
-47.607421875
-43.02978515625
-33.87451171875
-25.634765625
-16.4794921875
-18.310546875
-25.634765625
-22.88818359375
-27.4658203125
-33.87451171875
-33.87451171875
-34.7900390625
-27.4658203125
-20.1416015625
-26.55029296875
-16.4794921875
-18.310546875
-21.97265625
-18.310546875
-21.97265625
-37.53662109375
-36.62109375
-32.04345703125
-27.4658203125
-13.73291015625
-7.32421875
-16.4794921875
-29.296875
-32.04345703125
-28.38134765625
-40.283203125
-41.19873046875
-36.62109375
-32.958984375
-33.87451171875
-33.87451171875
-29.296875
-27.4658203125
-34.7900390625
-35.70556640625
-45.7763671875
-49.4384765625
-37.53662109375
-32.958984375
-33.87451171875
-32.04345703125
-37.53662109375
-36.62109375
-37.53662109375
-43.9453125
-53.1005859375
-48.52294921875
-43.02978515625
-43.9453125
-41.19873046875
-34.7900390625
-38.4521484375
-45.7763671875
-38.4521484375
-49.4384765625
-56.7626953125
-52.18505859375
-50.35400390625
-46.69189453125
-43.9453125
-32.958984375
-27.4658203125
-37.53662109375
-41.19873046875
-47.607421875
-55.84716796875
-65.91796875
-57.67822265625
-50.35400390625
-50.35400390625
-43.02978515625
-41.19873046875
-43.02978515625
-54.931640625
-56.7626953125
-55.84716796875
-60.4248046875
-55.84716796875
-52.18505859375
-39.36767578125
-32.04345703125
-38.4521484375
-46.69189453125
-43.9453125
-49.4384765625
-58.59375
-64.0869140625
-56.7626953125
-49.4384765625
-53.1005859375
-41.19873046875
-43.02978515625
-44.86083984375
-43.9453125
-59.50927734375
-56.7626953125
-57.67822265625
-54.931640625
-51.26953125
-51.26953125
-45.7763671875
-43.9453125
-39.36767578125
-54.01611328125
-55.84716796875
-62.255859375
-54.01611328125
-46.69189453125
-55.84716796875
-54.01611328125
-45.7763671875
-54.931640625
-60.4248046875
-54.931640625
-55.84716796875
-63.17138671875
-63.17138671875
-61.34033203125
-61.34033203125
-49.4384765625
-36.62109375
-44.86083984375
-56.7626953125
-56.7626953125
-54.01611328125
-61.34033203125
-54.931640625
-57.67822265625
-51.26953125
-45.7763671875
-42.1142578125
-45.7763671875
-53.1005859375
-54.01611328125
-50.35400390625
-63.17138671875
-63.17138671875
-57.67822265625
-53.1005859375
-48.52294921875
-50.35400390625
-54.931640625
-50.35400390625
-50.35400390625
-56.7626953125
-61.34033203125
-62.255859375
-59.50927734375
-60.4248046875
-53.1005859375
-43.02978515625
-44.86083984375
-52.18505859375
-43.02978515625
-58.59375
-72.32666015625
-68.66455078125
-62.255859375
-50.35400390625
-51.26953125
-43.02978515625
-42.1142578125
-50.35400390625
-57.67822265625
-55.84716796875
-60.4248046875
-59.50927734375
-62.255859375
-61.34033203125
