,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.41326030019518484,0.5192200158427945,0.5493923927587256,0.696971371182612,0.21831926029392873,0.2477502959499407,0.27010122117369106,0.41643069391383974,0.5885279265947106,,,,,,,,
boredom,0.3589747504603483,0.4951495513618327,0.549293989786389,0.5990810922082433,0.2078877920154021,0.25300869421403266,0.3260088492228596,0.259149640913296,0.5478415444521549,0.02407046448096184,9.840297233665307e-05,0.09789027897436864,0.22991969890283193,0.22747796401574694,0.24392311147650397,0.04068638214255571,0.23377359146502763
flow,0.3565158711842106,0.34371322788057707,0.41696236407550197,0.5066222058290599,0.16045019998828258,0.1676227676083336,0.2598133974419364,0.3011592510709349,0.422432599261713,0.17550678796221747,0.13243002868322368,0.19034916535355206,0.40114944163959704,0.39124357392907305,0.438587551474428,0.16609532733299773,0.41032685568103267
ultra,0.2831078842182342,0.31862692215999827,0.42521153299181436,0.4996693808913967,0.2078585368632839,0.1850388937546243,0.23432337975786044,0.2994163474455049,0.41450261201440314,0.20059309368279626,0.12418085976691129,0.1973019902912153,0.40114944163959704,0.39124357392907305,0.438587551474428,0.1740253145803076,0.41032685568103267
overload,0.3381604679798943,0.3975414583912708,0.37853710754135084,0.4600650138550563,0.26304407039233874,0.2050366239659432,0.2647325751284641,0.30648848661858913,0.41204785992922605,0.12167855745152373,0.1708552852173748,0.23690635732755566,0.36556248145527803,0.36265270225911306,0.46000210280754406,0.17648006666548474,0.39607242884064503
