FC3,FC4,FCz
0.233493548065359,0.45222576794575,0.569025114424952
0.22251959239491,0.429203422532776,0.551037199716742
0.22528928925574,0.429224251092434,0.551339586714079
0.223066862579182,0.424373215838692,0.551644169219716
0.217576589184333,0.403030623930406,0.549946322817096
0.231152286990679,0.412744302381871,0.550153943007398
0.232830988731843,0.39347647006047,0.544416923700277
0.217950686345569,0.386979691618578,0.512284469088196
0.201856577407352,0.389359453797378,0.511388132965863
0.183751950617768,0.362072088952158,0.492524756076946
0.183318529122698,0.363033244296212,0.49514340900204
0.178268462443795,0.362617832421722,0.490577309485992
0.171481976203911,0.333379490167943,0.46848032755702
0.195407570499529,0.327962649695859,0.473857914868526
0.225200369019746,0.356530750167907,0.500541314895432
0.201232061334804,0.359610246590544,0.49615097684945
0.220302471813954,0.357405749544852,0.495019702731544
0.224888943585251,0.383204258409565,0.517991691803296
0.238957915880108,0.390914957372966,0.529898768384412
0.217086772634962,0.371776052708902,0.51266901408208
0.21996834423247,0.3728547194885,0.512523393393661
0.208891590552249,0.378321893302747,0.509788113055495
0.212471752627588,0.38489407123035,0.519467029476765
0.212719255401888,0.38862087976776,0.52149460344959
0.211236018526599,0.39205274720103,0.51337449863641
0.199830404198817,0.373354649789814,0.485785466539502
0.202338195356601,0.376417170075365,0.489654783875208
0.171884084649724,0.347839155332055,0.46046828614046
0.196776580772855,0.362938591727,0.461393956092923
0.174902573093183,0.343126253334531,0.437425420170601
0.149660299412,0.342991061202729,0.436176320963119
0.149538932549998,0.338086435572292,0.433603016449817
0.182255689488131,0.367943356490096,0.460510264241013
0.175062946586738,0.366443590301047,0.456064252289298
0.173307256919927,0.378523757731969,0.458799305186477
0.182689924584188,0.395280759518654,0.463279963503665
0.2038979890745,0.390799833647341,0.4621027679714
0.203319372964428,0.399049374431476,0.462271468605949
0.19987000809614,0.420469271255102,0.4600505545278
0.221540098441079,0.415998694987821,0.466969731784655
0.249207139789147,0.415442323861204,0.477701248298056
0.257849347594377,0.439139213371631,0.486088551727876
0.289387484413803,0.437529554246755,0.489497610894022
0.299520693182187,0.449312262503338,0.50431255365702
0.298688147567152,0.450205769458672,0.50461201187447
0.313443367112797,0.472926771386765,0.517217481008526
0.321302843387046,0.467975358003413,0.514790458032479
0.318256904756879,0.483356206436462,0.519658911322315
0.325305488498933,0.471514707272778,0.527454137637145
0.345706699360326,0.495947369964735,0.560187952068559
0.341336844989553,0.508154234701359,0.562555071055317
0.342747679907645,0.497123948249988,0.571123503788735
0.368781008427598,0.502249756820241,0.569292750779158
