,target,mean,SD,R,p
0,bpm,79.3161139837252,22.919308692947393,0.005081331858036295,0.9682129496253491
1,ibi,793.1419419452552,133.18252099253922,-0.07683399669045345,0.5462091099093243
2,lf,438.957336043241,376.6355392297065,-0.10403170746321978,0.41331509299901853
3,hf,376.6619543623255,520.3014615655516,-0.18353149069525912,0.14659150007104413
4,min_lf,315.15296296563895,349.6830073795709,-0.11215267629935328,0.37760050202535483
5,min_hf,320.37697572321605,497.3899511118814,-0.1851844752754225,0.14292599147853563
6,lf/hf,2.175098107156122,1.8576427800025674,-0.049709663952474475,0.6964768547774669
7,kubios_lf,441.34375,405.1440029001262,-0.15726755138681345,0.2145749123808633
8,kubios_hf,380.34375,514.6337052564062,-0.20376160980548128,0.10631984585410965
9,kubios_lf/hf,1.975140625,1.545762816006909,-0.0309844745822701,0.8079676778697172
10,sdsd,20.29383950188515,8.88373203080575,-0.11437879911279397,0.36814460896189566
11,rmssd,48.382621639391964,54.72985479655626,-0.06399010033328104,0.6154237340562299
12,pnn20,0.5532786617936208,0.2061847272711361,-0.07199986350002285,0.5718146236110899
13,pnn50,0.19723068890632175,0.2620409751995314,-0.0798184510347407,0.5306829010333448
14,concentration_FC3,0.061714318234817704,0.18299720637304395,0.14146491989421184,0.2648363984124408
15,concentration_FC4,0.02940216135792784,0.17266865389855468,0.16323373069077043,0.19746897002971256
16,concentration_FCz,0.05697637573085663,0.1738325243632285,0.24324793927913146,0.05276619673161154
17,concentration_mean,0.049364285107867396,0.1633576506796753,0.19661855774691536,0.11942539363252977
18,FC3,0.42419324208128883,0.16419596059965114,-0.21137516381815602,0.09360579284103308
19,FC4,0.46503550043949843,0.18578958292134293,-0.25322201004457207,0.04349930094824539
20,FCz,0.5742302825763062,0.14999505420931275,-0.3407689005525623,0.00586176496707516
21,mean_3ch,0.48781967503236445,0.15875088059016565,-0.2789834591153259,0.02558814667619525
22,max_concentration_FC3,0.30619604283829016,0.18883467425472142,0.140109995488265,0.26948648010996307
23,max_concentration_FC4,0.2785680821475403,0.16983285370853912,0.2213941310951442,0.078724692104696
24,max_concentration_FCz,0.2837516228664373,0.20107858849405924,0.28039878416950026,0.024819072933157337
25,max_concentration_mean,0.28950524928408927,0.170209668933555,0.23586559433224188,0.060613755518314445
26,lf_diff,410.4788608809102,901.9331141900813,0.08556325530566158,0.5014249361736385
27,hf_diff,378.9829074040411,805.0056634659117,0.1166399896709301,0.35868845699266516
28,lfhf_diff,1.1648203927719796,6.611211669146546,0.08147483440165543,0.5221611460477518
29,hr_mad,36.625,25.07519940100178,-0.03545636896120125,0.7808988485309348
30,sd1,34.21086418139648,38.69989472293654,-0.06399183691548348,0.615414126353352
31,sd2,60.46192778988412,27.8979739095508,0.016900666713041062,0.8945493025931281
32,s,5794.0539602808685,4858.872498225225,-0.11087848294718959,0.3830779818297
33,sd1/sd2,0.9622635176428479,2.1722261889210257,-0.015758872701841408,0.9016368570903861
34,breathingrate,0.2047861010113639,0.09939136198548974,-0.08281854641989636,0.5152988063290782
35,lf_nu,58.04222728980511,20.117783876747,0.14392247129116226,0.2565404843966506
36,hf_nu,41.95777271019489,20.117783876747,-0.14392247129116223,0.2565404843966506
