,target,mean,SD,R,p
0,bpm,79.3161139837252,22.919308692947393,-0.04500076106938416,0.7240212577943613
1,ibi,793.1419419452552,133.18252099253922,-0.01632270290850333,0.898135955091755
2,lf,438.957336043241,376.6355392297065,-0.24976635994581656,0.04654491842217327
3,hf,376.6619543623255,520.3014615655516,-0.2555462625086129,0.041544701535298975
4,min_lf,315.15296296563895,349.6830073795709,-0.24193795107213018,0.05409482738715535
5,min_hf,320.37697572321605,497.3899511118814,-0.24579175531832984,0.05026218028106306
6,lf/hf,2.175098107156122,1.8576427800025674,0.06529575485600968,0.6082184036602841
7,kubios_lf,441.34375,405.1440029001262,-0.3026720591718623,0.015058453414200684
8,kubios_hf,380.34375,514.6337052564062,-0.27430876670103005,0.028272724718965418
9,kubios_lf/hf,1.975140625,1.545762816006909,0.042298771457141456,0.7399879099187846
10,sdsd,20.29383950188515,8.88373203080575,-0.29988369491083117,0.01606310387872558
11,rmssd,48.382621639391964,54.72985479655626,-0.15045056641948584,0.23536528717431882
12,pnn20,0.5532786617936208,0.2061847272711361,-0.15645157042957974,0.2169930552470673
13,pnn50,0.19723068890632175,0.2620409751995314,-0.15145322052361349,0.23222318422872143
14,concentration_FC3,0.061714318234817704,0.18299720637304395,0.16064630936216368,0.20476388968569803
15,concentration_FC4,0.02940216135792784,0.17266865389855468,0.2297154367990532,0.06784926830505533
16,concentration_FCz,0.05697637573085663,0.1738325243632285,0.21347557226933642,0.09031652458980606
17,concentration_mean,0.049364285107867396,0.1633576506796753,0.21664423277176825,0.08552683524727675
18,FC3,0.42419324208128883,0.16419596059965114,-0.1375356279459231,0.2784714500060373
19,FC4,0.46503550043949843,0.18578958292134293,-0.13582000614048714,0.2845684365122074
20,FCz,0.5742302825763062,0.14999505420931275,-0.12364616738356438,0.33034685240130285
21,mean_3ch,0.48781967503236445,0.15875088059016565,-0.13934421481261583,0.27213865885077143
22,max_concentration_FC3,0.30619604283829016,0.18883467425472142,0.10395580112024234,0.41365785483695183
23,max_concentration_FC4,0.2785680821475403,0.16983285370853912,0.20632041113359334,0.10190587570887415
24,max_concentration_FCz,0.2837516228664373,0.20107858849405924,0.21609956627336316,0.0863355725491366
25,max_concentration_mean,0.28950524928408927,0.170209668933555,0.19216189933623898,0.12820655150561464
26,lf_diff,410.4788608809102,901.9331141900813,0.04325286825736482,0.7343370475286529
27,hf_diff,378.9829074040411,805.0056634659117,0.06666096372285386,0.6007239120103088
28,lfhf_diff,1.1648203927719796,6.611211669146546,0.036619612966688,0.7738984585655236
29,hr_mad,36.625,25.07519940100178,-0.1582652425416007,0.21164410954196677
30,sd1,34.21086418139648,38.69989472293654,-0.15045257106609305,0.23535897589930332
31,sd2,60.46192778988412,27.8979739095508,-0.1335604535512453,0.2927319165565402
32,s,5794.0539602808685,4858.872498225225,-0.2721799561280047,0.029571537416519016
33,sd1/sd2,0.9622635176428479,2.1722261889210257,-0.07670017704502431,0.5469103975427958
34,breathingrate,0.2047861010113639,0.09939136198548974,0.0405153934323192,0.7505869705556479
35,lf_nu,58.04222728980511,20.117783876747,0.1300617098276216,0.3056721667002328
36,hf_nu,41.95777271019489,20.117783876747,-0.13006170982762155,0.3056721667002328
