,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.2558878128881646,0.44833442081270425,0.4392943984460078,0.6188152496475388,0.18939953033104098,0.14116506549186675,0.2718412323028794,0.3378196728457432,0.5021480229687503,,,,,,,,
boredom,0.19389990403555596,0.328416706935949,0.22723434002062903,0.49820829448835097,0.1277758035108215,0.09607043956829003,0.21593775355820374,0.24025460075916663,0.3512864471483097,0.11991771387675526,0.21206005842537878,0.12060695515918779,0.286885802810358,0.423134867784672,0.2746014288959229,0.1508615758204406,0.3282073664969843
flow,0.3773997927981238,0.5011034519143462,0.41380993986994635,0.6544557018352881,0.16172614154161188,0.16127235666344084,0.29638266276447384,0.24356908806075742,0.5231230312065269,-0.052769031101641994,0.025484458576061464,-0.03564045218774936,0.28579881557125597,0.2736177271993443,0.319048187085827,-0.02097500823777663,0.2928215766188091
ultra,0.40814216637224776,0.5338887966956593,0.25119770953539455,0.6606855660984398,0.11806594782375159,0.12407796088099989,0.3445782763815601,0.2651354802050981,0.4819240241098312,-0.085554375882955,0.18809668891061326,-0.041870316450901,0.28579881557125597,0.486777835232474,0.319048187085827,0.020223998858919085,0.36387494596318565
overload,0.29952966607134535,0.2098655931539742,0.2675558435287605,0.46762320930313783,0.13775900403837885,0.10879490199417022,0.2096766961297287,0.26199925863494156,0.3150148819952909,0.23846882765873004,0.17173855491724732,0.15119204034440092,0.43254683847461606,0.42367392563167205,0.2542677869518041,0.18713314097345943,0.3701628503526974
