FpZ,FC3,FC4,FCz,O1,O2,Fp2
0.207246131104647,0.502329418154711,0.397603778431355,0.674017493012555,0.099669307332448,0.100677278743863,0.325442470493979
0.192174202094591,0.501819309550503,0.39413112257894,0.671663023138735,0.0670354028474466,0.118511000394763,0.324801875124864
0.203393253978227,0.479368884347049,0.365951570050727,0.656873892753634,0.0740958742869234,0.118355530464977,0.316026372180889
0.202013076038135,0.483222086936955,0.384471459966265,0.663713264363918,0.101305681909592,0.099936737030643,0.315543307209753
0.201781261921035,0.499276588602916,0.383218248313237,0.668248227351051,0.0793615569237246,0.132387948472469,0.32899312454162
0.208753425542468,0.493738251266746,0.383056749852926,0.669171741943511,0.0721871795971424,0.103329088286531,0.316185679242736
0.209247851685618,0.502069380298376,0.400871695677224,0.669034106610509,0.0501441161613238,0.115658883524608,0.308960276283697
0.236985283300093,0.502057734087309,0.400768562579861,0.668982515248342,0.0472831879694384,0.0901480742894842,0.328356999642263
0.225842329433963,0.504490496726081,0.400851246687127,0.667207420463549,0.0759603076470273,0.104982571001821,0.328563336214911
0.200796338575023,0.508069213377663,0.380452868354453,0.665108821653903,0.073790033015341,0.114388921549288,0.330663637766075
0.231474074491658,0.539530245291744,0.388694971309978,0.688772887626494,0.0948200751953788,0.111848234814139,0.35501092523547
0.239123821890161,0.530424227132511,0.411630888236458,0.690327377208267,0.105960912584575,0.0951981617236014,0.356937072232454
0.250746727017898,0.505593070706707,0.412124170870228,0.684480418994809,0.108267051177117,0.116892062431984,0.346187241457298
0.252286812222262,0.506540535714963,0.404488351670737,0.669411392636889,0.123976965528428,0.137691173994166,0.332258100097895
0.250945954332909,0.507990547793618,0.403760306658552,0.666622898938233,0.112151319691261,0.1616612510701,0.332720426911332
0.275041289793565,0.533925674228417,0.423912932695444,0.697288047365867,0.11304629592614,0.159009775638916,0.351427959591279
0.30357180290945,0.539709017035621,0.430796924731633,0.697219600234835,0.118403150991185,0.16776063985618,0.361258068036931
0.301950634046161,0.54643517278068,0.412579562123649,0.700048658820468,0.112862640089605,0.178461457179387,0.365840373185046
0.29110051972926,0.540283867464265,0.4198482279023,0.702732890886217,0.11249478796337,0.159387497320154,0.337929936094037
0.310722064336451,0.556005250506033,0.417824968187499,0.724746538200988,0.10599794993025,0.153315104521054,0.345300251303077
0.278097778218714,0.534087593036477,0.429215543528254,0.696299923174274,0.122254010589176,0.156146799173918,0.314237732469921
0.283428872975256,0.538594965689641,0.412460455592472,0.691861707604694,0.122905131704552,0.135206995927073,0.346005575969304
0.310593629389594,0.565329860369186,0.442518984476859,0.715292847558752,0.122953737749654,0.136716153059725,0.374331267677417
0.29865110425452,0.565287724284938,0.437955005009456,0.715306011486508,0.155966034365039,0.110735549431421,0.370188666056881
0.307607034010135,0.551136017176848,0.452512097597291,0.699563653658681,0.185105275428947,0.078922159682948,0.348650537654179
0.336261608727049,0.543111716591097,0.485266867731816,0.700073363024997,0.175490543726091,0.0908690455454534,0.354489941471454
0.32349363023311,0.539936069015203,0.492810108000392,0.681900467414354,0.148872247915694,0.101003061728148,0.342254610558419
0.351129910673196,0.544713458679684,0.488376859069227,0.681521294120923,0.166280527709109,0.132656363823217,0.343253818257668
0.331846954047948,0.545875024309006,0.492133685727189,0.68181611397168,0.193848250921422,0.131593387887425,0.322934707525173
0.304611494229102,0.521713993168256,0.487308559494085,0.662547115995362,0.201424988039179,0.14237946938372,0.292663252440766
0.306058252524738,0.524875108674031,0.484709683094645,0.659745924547057,0.213518242978111,0.126818463524576,0.28923312141438
0.278076788462133,0.526483291640478,0.4969084767325,0.649477925382077,0.235763985072594,0.133102697602429,0.271344141509109
0.281853904926686,0.525995265455248,0.489252451248984,0.652508015125238,0.238667404593612,0.124929612670821,0.280298405338421
0.281567865394198,0.506199506344939,0.475547407521844,0.624643771581274,0.261913086611432,0.100727604053603,0.261093351606392
0.280015167491147,0.506449410995161,0.467540779661149,0.62447050823597,0.262523999070102,0.102890081758907,0.246229318615764
