,target,mean,SD,R,p
0,bpm,77.00988881054668,7.2346046723567,0.10781240562028618,0.585013915248078
1,ibi,785.7988090460507,71.49679643495513,-0.10514125831104179,0.5944008772905464
2,lf,499.084807883518,303.7788257611723,-0.4595351265730354,0.013888214350420158
3,hf,236.99585377832906,198.18335924030615,-0.20486768030275196,0.2956639676986198
4,lf/hf,2.6974174865046914,1.4349936816928037,-0.01198995064331055,0.9517141854665544
5,kubios_lf,465.9642857142857,284.0016954354394,-0.5071543649665753,0.005878423624030638
6,kubios_hf,232.07142857142858,201.9736419457161,-0.22735724799905138,0.24461572288167782
7,kubios_lf/hf,2.5620357142857144,1.3619156015948077,-0.08095677450910897,0.6821541166595525
8,sdsd,16.044976053445,3.456194906060795,0.03199427984857313,0.8716049366275379
9,rmssd,28.11111323182105,6.740555507983277,0.01171947298225762,0.9528022402813888
10,pnn20,0.4701616232530139,0.12982521641632144,0.0014052399986969142,0.9943376210946255
11,pnn50,0.07481390276788864,0.0727821033976709,0.05755260156038705,0.7711307039747847
12,concentration_FC3,0.14171384895818148,0.13606572403221295,0.22812141917352027,0.2429906098121066
13,concentration_FC4,0.057493066136335515,0.18915060971623357,0.07121427092475806,0.7187665851304869
14,concentration_FCz,0.0975417593531429,0.1551136126567623,0.18940469441952626,0.33438603904070674
15,concentration_mean,0.09891622481588663,0.14822384485642,0.16616529166894578,0.39806932909143233
16,FC3,0.425419360731166,0.09922741470063418,-0.3010638773744163,0.11951321688486385
17,FC4,0.4719787015237026,0.09714138990043227,-0.20783549630597062,0.2885696054164633
18,FCz,0.551234906227993,0.08692510329184276,-0.3412268860947092,0.0755592806425245
19,mean_3ch,0.48287765616095385,0.08607504904289145,-0.30873988222932347,0.10992119541073558
20,lf_diff,561.2937393756771,941.8284112806995,0.1109963440864073,0.573910452723267
21,hf_diff,227.718792246603,292.94118867428205,0.24375045029080522,0.21131492269627467
22,lfhf_diff,7.1797335423807365,17.685289606585172,-0.053335682915673505,0.7875062070515766
23,hr_mad,28.535714285714285,9.586009682482752,0.22205855704557734,0.2560813326296013
24,sd1,19.876204979412854,4.766550408478815,0.01156316088073421,0.9534310773432112
25,sd2,56.81267984035721,14.939273078617807,0.06656044325419723,0.7364784242759952
26,s,3608.332557083689,1435.3468262941385,0.05520208981767113,0.7802470603885826
27,sd1/sd2,0.3653275198092796,0.09419854389751832,-0.07183394455514878,0.716418652338266
28,breathingrate,0.1760933082468162,0.08167499739948907,-0.2212326944797092,0.2578994882594943
29,lf_nu,67.85316750118358,14.015054067940438,-0.032134866756548676,0.8710453906226058
30,hf_nu,32.146832498816416,14.015054067940438,0.03213486675654859,0.8710453906226058
