,target,mean,SD,R,p
0,bpm,77.00988881054668,7.2346046723567,0.10648451744799774,0.5896722868206248
1,ibi,785.7988090460507,71.49679643495513,-0.08933756515474392,0.6512091803315719
2,lf,499.084807883518,303.7788257611723,-0.19261760155351568,0.32609804150012517
3,hf,236.99585377832906,198.18335924030615,-0.0711292170629218,0.7190890483681317
4,lf/hf,2.6974174865046914,1.4349936816928037,0.03773078752649172,0.8488252588180389
5,kubios_lf,465.9642857142857,284.0016954354394,-0.3234462551291695,0.0931597625778458
6,kubios_hf,232.07142857142858,201.9736419457161,-0.11454265008842113,0.5616551450461964
7,kubios_lf/hf,2.5620357142857144,1.3619156015948077,-0.038600720524225814,0.8453806448585564
8,sdsd,16.044976053445,3.456194906060795,-0.015748355831861176,0.9366048003411864
9,rmssd,28.11111323182105,6.740555507983277,0.03336575040175935,0.8661490072789981
10,pnn20,0.4701616232530139,0.12982521641632144,0.04676978437671758,0.8131779630399733
11,pnn50,0.07481390276788864,0.0727821033976709,0.09418197104809842,0.633572457721948
12,concentration_FC3,0.14171384895818148,0.13606572403221295,0.3743539773945866,0.0496911492999074
13,concentration_FC4,0.057493066136335515,0.18915060971623357,0.22611971321350371,0.24726269915799184
14,concentration_FCz,0.0975417593531429,0.1551136126567623,0.2899822691325624,0.13442955857099037
15,concentration_mean,0.09891622481588663,0.14822384485642,0.31188779400423516,0.10615760038415295
16,FC3,0.425419360731166,0.09922741470063418,-0.26651722037239634,0.17039822523865666
17,FC4,0.4719787015237026,0.09714138990043227,-0.061187427329477406,0.7570919654559126
18,FCz,0.551234906227993,0.08692510329184276,-0.08306671456089133,0.6743135128111027
19,mean_3ch,0.48287765616095385,0.08607504904289145,-0.153394158817347,0.4357982613221466
20,lf_diff,561.2937393756771,941.8284112806995,0.05917578979590464,0.7648524784299808
21,hf_diff,227.718792246603,292.94118867428205,0.08794392029417208,0.6563176825835599
22,lfhf_diff,7.1797335423807365,17.685289606585172,0.04828944377227867,0.8072184516878826
23,hr_mad,28.535714285714285,9.586009682482752,0.1976762181852279,0.3133060831607814
24,sd1,19.876204979412854,4.766550408478815,0.033264032507343874,0.8665534544594935
25,sd2,56.81267984035721,14.939273078617807,0.16016161090717998,0.4155693950521742
26,s,3608.332557083689,1435.3468262941385,0.12482843826707667,0.5268001858918154
27,sd1/sd2,0.3653275198092796,0.09419854389751832,-0.14503821643907489,0.4614953101341834
28,breathingrate,0.1760933082468162,0.08167499739948907,-0.2651219034740995,0.1727317943146087
29,lf_nu,67.85316750118358,14.015054067940438,0.03604660120703542,0.8555016878202907
30,hf_nu,32.146832498816416,14.015054067940438,-0.036046601207035484,0.8555016878202892
