,target,linear-p,linear-rsquared,linear-rsquared_adj,linear-coef,nonlinear-p,nonlinear-rsquared,nonlinear-rsquared_adj,nonlinear-coef
0,bpm,0.026693962562791704,0.9473246425117203,0.9209869637675805,0.06155814391651471,0.08428357259766037,0.9990821023978689,0.9972463071936066,-0.0053228683838280715
1,ibi,0.012202797440926765,0.9757433133835307,0.9636149700752961,0.0050667415458040535,0.11608181401692128,0.9992024074504504,0.9976072223513512,2.4503742993041026e-05
2,lf,0.23382343697976601,0.5870265257214986,0.3805397885822479,0.00334631764222983,0.10264412247675453,0.9893570138052032,0.9680710414156097,-7.358795826490715e-06
3,hf,0.008017762564315462,0.9840287593879068,0.9760431390818602,0.0031941633355712057,0.6271230744589678,0.9889092750613717,0.9667278251841152,-7.310577774956457e-07
4,lf/hf,0.3200235121695365,0.4623680240022525,0.19355203600337878,3.5148348916776677,0.1771364791368068,0.9594394314208684,0.8783182942626052,-11.554091361076537
5,kubios_lf,0.3935300708105437,0.36780577501106404,0.051708662516596116,0.0014725320173930505,0.10722310568480516,0.9822353531021302,0.9467060593063905,-2.550334936160658e-06
6,kubios_hf,0.059166132261895064,0.885168366683042,0.827752550024563,0.0022360458351739325,0.36570359061564184,0.9660958909968714,0.8982876729906143,-1.8171665873079009e-06
7,kubios_lf/hf,0.3375918555642592,0.4387845498148015,0.1581768247222023,3.103856851773381,0.17473006141584477,0.9587739424663031,0.8763218273989093,-9.199836663772173
8,sdsd,0.023266301055952725,0.9540087186529208,0.9310130779793813,0.10813407836540073,0.7244750130560975,0.9620987452814755,0.8862962358444266,-0.002444816408244125
9,rmssd,0.015050191652799989,0.9701261249631861,0.9551891874447791,0.06645224197484181,0.9016518908057078,0.9708334282822545,0.9125002848467635,0.00043879164753492066
10,pnn20,0.01878598931197859,0.9627809347704726,0.9441714021557088,5.564612384347514,0.9280574557427979,0.9632542247168796,0.8897626741506388,-3.466465730325554
11,pnn50,0.0006153450851474159,0.9987696884792789,0.9981545327189184,10.667727581075287,0.5413743599149646,0.999305110404485,0.997915331213455,3.805095580782151
12,concentration_FC3,0.10302320880750403,0.8045673639379864,0.7068510459069797,-10.750277172403724,0.15693641445614145,0.9883622482398089,0.9650867447194267,-53.80189517259832
13,concentration_FC4,0.10652632525917292,0.7982952074548771,0.6974428111823157,-10.132995036982575,0.2554326938663138,0.9692335616058905,0.9077006848176714,-46.394532020644064
14,concentration_FCz,0.0706543090271724,0.8636834133297624,0.7955251199946436,-10.368997956972965,0.32313257225694203,0.9677946424619248,0.9033839273857744,-41.36911179356531
15,concentration_mean,0.09143599381706172,0.8254885533311903,0.7382328299967855,-10.452834844688493,0.24293431407136365,0.9757976445154768,0.9273929335464304,-47.65661159622629
16,FC3,0.04529021430653518,0.9114707748988615,0.8672061623482923,5.295808169442242,0.3222870900581789,0.979184407964884,0.9375532238946521,-13.210095920720018
17,FC4,0.041324376076610055,0.919058951904901,0.8785884278573515,4.875275496759116,0.44054724226788855,0.967044539762171,0.9011336192865129,-8.693738700493698
18,FCz,0.03324306062546155,0.934618979828825,0.9019284697432375,4.89701174100319,0.5052084055059224,0.9667746091505073,0.9003238274515218,-9.104535084419563
19,mean_3ch,0.03945335381922939,0.9226498594891265,0.8839747892336898,5.019120812378375,0.4238999392628365,0.9704833572414624,0.9114500717243872,-10.292849903287912
20,lf_diff,0.016730861540207503,0.9668181986474625,0.9502272979711939,0.0032036048195024282,0.02601428794006376,0.9999446239648448,0.9998338718945345,-1.4911044203609423e-06
21,hf_diff,0.8292054519878435,0.02917077763067699,-0.45624383355398446,-0.0024537846950787486,0.5120969563099944,0.49614227340928907,-0.5115731797721328,9.965882908607646e-05
22,lfhf_diff,0.04936880254547504,0.903699673573824,0.855549510360736,3.989825443385963,0.06261346042056068,0.9990714567892099,0.9972143703676298,-3.6201034962572685
23,hr_mad,0.083426404196004,0.8401071565250671,0.7601607347876006,0.08358208955223878,0.35832453391668645,0.9544733947192335,0.8634201841577006,-0.002572206751604032
24,sd1,0.015042787002645924,0.9701407114355152,0.9552110671532728,0.09398023388653726,0.9014095381262741,0.9708511299794945,0.9125533899384836,0.0008790213865928799
25,sd2,0.0887576941690625,0.8303625399360839,0.7455438099041258,0.04042898074226543,0.15955842880310286,0.9895651030545111,0.9686953091635332,-0.0008361047720048399
26,s,0.08598224697634002,0.8354284528424203,0.7531426792636304,0.0002781384568891905,0.26525458527525475,0.9730448870983099,0.9191346612949298,-3.5346818789060484e-08
27,sd1/sd2,0.009051955470084562,0.9819780269576632,0.9729670404364948,8.639885062854685,0.4334548852527415,0.9928591369849237,0.978577410954771,-6.976462538652015
28,breathingrate,0.25105704892402425,0.5609155439663912,0.34137331594958686,11.186440677966104,0.04726579352357052,0.99758407421724,0.9927522226517201,-109.46136934673363
29,lf_nu,0.18453020668471817,0.6649909838096683,0.49748647571450233,0.08297096637687257,0.0511022747262612,0.9978460097892429,0.9935380293677286,-0.004180140427144334
30,hf_nu,0.0077935966974543745,0.9844735467545739,0.9767103201318608,0.06929262687927457,0.2688602447572534,0.9973915054167997,0.992174516250399,-0.00047655876019863427
