,target,linear-p,linear-rsquared,linear-rsquared_adj,linear-coef,nonlinear-p,nonlinear-rsquared,nonlinear-rsquared_adj,nonlinear-coef
0,bpm,0.26,0.03,0.01,-0.01,0.09,0.11,0.06,0.00
1,ibi,0.60,0.01,-0.02,0.00,0.03,0.13,0.09,0.00
2,lf,0.17,0.05,0.02,0.00,0.44,0.06,0.01,0.00
3,hf,0.13,0.06,0.04,0.00,0.19,0.10,0.06,0.00
4,lf/hf,0.94,0.00,-0.03,-0.01,0.25,0.04,-0.02,-0.08
5,kubios_lf,0.25,0.04,0.01,0.00,0.78,0.04,-0.01,0.00
6,kubios_hf,0.07,0.08,0.06,0.00,0.41,0.10,0.05,0.00
7,kubios_lf/hf,0.88,0.00,-0.03,-0.03,0.10,0.07,0.02,-0.15
8,sdsd,0.26,0.03,0.01,-0.04,0.12,0.09,0.05,0.00
9,rmssd,0.14,0.06,0.03,-0.01,0.98,0.06,0.01,0.00
10,pnn20,0.63,0.01,-0.02,-0.80,0.04,0.11,0.06,-17.70
11,pnn50,0.24,0.04,0.01,-1.18,0.18,0.08,0.03,-4.67
12,concentration_FC3,0.18,0.05,0.02,2.57,0.94,0.05,0.00,-0.91
13,concentration_FC4,0.17,0.05,0.02,3.10,0.08,0.12,0.08,-22.83
14,concentration_FCz,0.10,0.07,0.04,3.21,0.84,0.07,0.02,-2.46
15,concentration_mean,0.09,0.07,0.05,3.89,0.27,0.10,0.05,-19.10
16,FC3,0.39,0.02,-0.01,-1.51,0.03,0.14,0.09,-19.32
17,FC4,0.15,0.05,0.03,-2.20,0.21,0.09,0.04,-9.66
18,FCz,0.09,0.07,0.05,-3.11,0.10,0.14,0.09,-16.26
19,mean_3ch,0.16,0.05,0.03,-2.55,0.09,0.12,0.08,-16.18
20,lf_diff,0.25,0.03,0.01,0.00,0.50,0.05,0.00,0.00
21,hf_diff,0.33,0.03,0.00,0.00,0.82,0.03,-0.03,0.00
22,lfhf_diff,0.71,0.00,-0.02,-0.07,0.74,0.01,-0.05,-0.04
23,hr_mad,0.21,0.04,0.02,-0.01,0.24,0.08,0.03,0.00
24,sd1,0.14,0.06,0.03,-0.01,0.98,0.06,0.01,0.00
25,sd2,0.96,0.00,-0.03,0.00,0.40,0.02,-0.03,0.00
26,s,0.12,0.06,0.04,0.00,0.13,0.12,0.07,0.00
27,sd1/sd2,0.24,0.04,0.01,-0.15,0.41,0.05,0.00,0.09
28,breathingrate,0.42,0.02,-0.01,-2.22,0.40,0.04,-0.02,36.29
29,lf_nu,0.70,0.00,-0.02,0.01,0.68,0.01,-0.05,0.00
30,hf_nu,0.70,0.00,-0.02,-0.01,0.68,0.01,-0.05,0.00
