,target,linear-p,linear-rsquared,linear-rsquared_adj,linear-coef,nonlinear-p,nonlinear-rsquared,nonlinear-rsquared_adj,nonlinear-coef
0,bpm,0.21,0.06,0.02,-0.02,0.04,0.19,0.13,0.00
1,ibi,0.62,0.01,-0.03,0.00,0.01,0.23,0.18,0.00
2,lf,0.10,0.09,0.06,0.00,0.53,0.11,0.04,0.00
3,hf,0.06,0.12,0.09,0.00,0.46,0.14,0.07,0.00
4,lf/hf,0.62,0.01,-0.03,0.10,0.31,0.05,-0.02,-0.09
5,kubios_lf,0.06,0.12,0.09,0.00,0.64,0.13,0.06,0.00
6,kubios_hf,0.03,0.15,0.12,0.00,0.77,0.15,0.09,0.00
7,kubios_lf/hf,0.88,0.00,-0.03,0.04,0.25,0.05,-0.02,-0.15
8,sdsd,0.12,0.08,0.05,-0.07,0.24,0.13,0.07,0.00
9,rmssd,0.06,0.12,0.09,-0.01,0.81,0.12,0.06,0.00
10,pnn20,0.31,0.04,0.00,-2.14,0.09,0.13,0.07,-19.61
11,pnn50,0.11,0.09,0.06,-1.97,0.20,0.14,0.08,-5.34
12,concentration_FC3,0.24,0.05,0.01,2.91,0.82,0.05,-0.02,-4.08
13,concentration_FC4,0.16,0.07,0.04,3.91,0.04,0.20,0.14,-33.92
14,concentration_FCz,0.06,0.12,0.09,4.63,0.79,0.12,0.05,-3.71
15,concentration_mean,0.08,0.10,0.07,5.22,0.21,0.16,0.09,-29.74
16,FC3,0.24,0.05,0.02,-2.62,0.09,0.15,0.08,-18.17
17,FC4,0.11,0.09,0.06,-2.96,0.33,0.12,0.06,-9.40
18,FCz,0.01,0.20,0.17,-5.92,0.36,0.23,0.17,-12.39
19,mean_3ch,0.06,0.12,0.09,-4.21,0.25,0.16,0.10,-13.87
20,lf_diff,0.11,0.09,0.06,0.00,0.76,0.09,0.02,0.00
21,hf_diff,0.49,0.02,-0.02,0.00,0.64,0.03,-0.05,0.00
22,lfhf_diff,0.31,0.04,0.00,-0.25,0.88,0.04,-0.03,-0.02
23,hr_mad,0.06,0.12,0.09,-0.03,0.62,0.13,0.06,0.00
24,sd1,0.06,0.12,0.09,-0.02,0.81,0.12,0.06,0.00
25,sd2,0.53,0.01,-0.02,-0.01,0.21,0.07,0.00,0.00
26,s,0.03,0.16,0.13,0.00,0.38,0.18,0.12,0.00
27,sd1/sd2,0.16,0.07,0.04,-0.24,0.48,0.09,0.02,0.08
28,breathingrate,0.41,0.02,-0.01,-2.78,0.11,0.11,0.05,81.60
29,lf_nu,0.41,0.02,-0.01,0.01,0.91,0.02,-0.05,0.00
30,hf_nu,0.41,0.02,-0.01,-0.01,0.91,0.02,-0.05,0.00
