,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean
rest,0.5495848715023435,0.771254008426761,0.5894596319370216,0.8160476704055577,0.48106967725913424,0.46796441233768404,0.4283509493217888,0.5862473173128987,0.72558710358978,,,,,,,
boredom,0.41590990310233067,0.8113230821394815,0.768320374349585,0.8475723258868507,0.43427342226464527,0.424736466467278,0.34715210575240546,0.27821280593722847,0.8090719274586391,-0.040069073712720504,-0.17886074241256344,-0.03152465548129302,0.09862155248253102,-0.044715140459874014,0.125724486611401,-0.08348482386885898
flow,0.3068214036257015,0.549212917609426,0.5326314754537186,0.7135358957624485,0.3632771731451632,0.3051963081574866,0.25502644751807596,0.3217164834263743,0.5984600962751977,0.22204109081733492,0.05682815648330297,0.10251177464310923,0.477722567813068,0.21561159792646595,0.276486951699356,0.12712700731458237
ultra,0.2903293096572105,0.5766538955282875,0.5603266876853534,0.7253996007248057,0.42133579927312703,0.33957900866826324,0.30016627977431254,0.3287704667517696,0.6207933946461489,0.19460011289847345,0.029132944251668125,0.09064806968075201,0.477722567813068,0.21561159792646595,0.276486951699356,0.1047937089436312
overload,0.31668614853137794,0.4572570858982255,0.46338807241881996,0.5773244580930171,0.3582024490366543,0.3400562806342591,0.26980303962138347,0.3445052652292588,0.4993232054700208,0.31399692252853545,0.1260715595182016,0.23872321231254057,0.49384639837719896,0.26552301137786494,0.375931176741784,0.2262638981197592
