,target,mean,SD,R,p
8,FC3,0.46768,0.133926133,0.038923381,0.89045989
9,FC4,0.501300667,0.125558925,-0.18377793,0.51205539
10,FCz,0.595976,0.103573856,0.017290203,0.951232534
11,mean_3ch,0.521652222,0.113235007,-0.047309541,0.867035256
12,concentration_FC3,0.173915864,0.105297544,-0.32888688,0.231335086
13,concentration_FC4,0.141494919,0.126088859,0.050690594,0.857619053
14,concentration_FCz,0.132954323,0.130489585,-0.334852291,0.222474028
15,concentration_mean,0.149455035,0.098868185,-0.2425256,0.383798391
